CSD,Period,Vehicle_Type,Total_Vehicle_Registration_Count
Olds,2020,Total Motorized Vehicles,12808
Sundre,2005,Total Motorized Vehicles,6374
Sundre,2006,Total Motorized Vehicles,6799
Sundre,2007,Total Motorized Vehicles,7116
Sundre,2008,Total Motorized Vehicles,7206
Sundre,2009,Total Motorized Vehicles,7419
Sundre,2010,Total Motorized Vehicles,7419
Sundre,2011,Total Motorized Vehicles,7686
Sundre,2012,Total Motorized Vehicles,7995
Sundre,2013,Total Motorized Vehicles,8220
Sundre,2014,Total Motorized Vehicles,8503
Sundre,2015,Total Motorized Vehicles,8635
Sundre,2016,Total Motorized Vehicles,8420
Sundre,2017,Total Motorized Vehicles,8446
Sundre,2018,Total Motorized Vehicles,8570
Sundre,2019,Total Motorized Vehicles,8403
Sundre,2020,Total Motorized Vehicles,8565
Three Hills,2005,Total Motorized Vehicles,3636
Three Hills,2006,Total Motorized Vehicles,3818
Three Hills,2007,Total Motorized Vehicles,4056
Three Hills,2008,Total Motorized Vehicles,4155
Three Hills,2009,Total Motorized Vehicles,4174
Three Hills,2010,Total Motorized Vehicles,4174
Three Hills,2011,Total Motorized Vehicles,4221
Three Hills,2012,Total Motorized Vehicles,4358
Three Hills,2013,Total Motorized Vehicles,4443
Three Hills,2014,Total Motorized Vehicles,4495
Three Hills,2015,Total Motorized Vehicles,4505
Three Hills,2016,Total Motorized Vehicles,4324
Three Hills,2017,Total Motorized Vehicles,4266
Three Hills,2018,Total Motorized Vehicles,4340
Three Hills,2019,Total Motorized Vehicles,4264
Three Hills,2020,Total Motorized Vehicles,4392
Trochu,2005,Total Motorized Vehicles,1672
Trochu,2006,Total Motorized Vehicles,1687
Trochu,2007,Total Motorized Vehicles,1779
Trochu,2008,Total Motorized Vehicles,1859
Trochu,2009,Total Motorized Vehicles,1892
Trochu,2010,Total Motorized Vehicles,1892
Trochu,2011,Total Motorized Vehicles,1872
Trochu,2012,Total Motorized Vehicles,1929
Trochu,2013,Total Motorized Vehicles,1978
Trochu,2014,Total Motorized Vehicles,2029
Trochu,2015,Total Motorized Vehicles,2025
Trochu,2016,Total Motorized Vehicles,1961
Trochu,2017,Total Motorized Vehicles,1957
Trochu,2018,Total Motorized Vehicles,2006
Trochu,2019,Total Motorized Vehicles,1951
Trochu,2020,Total Motorized Vehicles,2009
Siksika 146,2005,Total Motorized Vehicles,869
Siksika 146,2006,Total Motorized Vehicles,914
Siksika 146,2007,Total Motorized Vehicles,1025
Siksika 146,2008,Total Motorized Vehicles,1008
Siksika 146,2009,Total Motorized Vehicles,1043
Siksika 146,2010,Total Motorized Vehicles,1043
Siksika 146,2011,Total Motorized Vehicles,1034
Siksika 146,2012,Total Motorized Vehicles,1078
Siksika 146,2013,Total Motorized Vehicles,1139
Siksika 146,2014,Total Motorized Vehicles,1155
Siksika 146,2015,Total Motorized Vehicles,1162
Siksika 146,2016,Total Motorized Vehicles,1292
Siksika 146,2017,Total Motorized Vehicles,1222
Siksika 146,2018,Total Motorized Vehicles,1248
Siksika 146,2019,Total Motorized Vehicles,1210
Siksika 146,2020,Total Motorized Vehicles,1340
Foothills County,2005,Total Motorized Vehicles,10169
Foothills County,2006,Total Motorized Vehicles,10729
Foothills County,2007,Total Motorized Vehicles,11550
Foothills County,2008,Total Motorized Vehicles,12150
Foothills County,2009,Total Motorized Vehicles,12643
Foothills County,2010,Total Motorized Vehicles,12643
Foothills County,2011,Total Motorized Vehicles,13038
Foothills County,2012,Total Motorized Vehicles,13367
Foothills County,2013,Total Motorized Vehicles,13756
Foothills County,2014,Total Motorized Vehicles,14367
Foothills County,2015,Total Motorized Vehicles,14732
Foothills County,2016,Total Motorized Vehicles,15346
Foothills County,2017,Total Motorized Vehicles,15305
Foothills County,2018,Total Motorized Vehicles,15353
Foothills County,2019,Total Motorized Vehicles,15074
Foothills County,2020,Total Motorized Vehicles,15132
High River,2005,Total Motorized Vehicles,11718
High River,2006,Total Motorized Vehicles,12442
High River,2007,Total Motorized Vehicles,13353
High River,2008,Total Motorized Vehicles,13685
High River,2009,Total Motorized Vehicles,14424
High River,2010,Total Motorized Vehicles,14424
High River,2011,Total Motorized Vehicles,14906
High River,2012,Total Motorized Vehicles,15464
High River,2013,Total Motorized Vehicles,15403
High River,2014,Total Motorized Vehicles,15544
High River,2015,Total Motorized Vehicles,15628
High River,2016,Total Motorized Vehicles,15361
High River,2017,Total Motorized Vehicles,15572
High River,2018,Total Motorized Vehicles,15883
High River,2019,Total Motorized Vehicles,15868
High River,2020,Total Motorized Vehicles,16521
Tsuu T'ina Nation 145,2005,Total Motorized Vehicles,822
Tsuu T'ina Nation 145,2006,Total Motorized Vehicles,865
Tsuu T'ina Nation 145,2007,Total Motorized Vehicles,897
Tsuu T'ina Nation 145,2008,Total Motorized Vehicles,911
Tsuu T'ina Nation 145,2009,Total Motorized Vehicles,941
Tsuu T'ina Nation 145,2010,Total Motorized Vehicles,941
Tsuu T'ina Nation 145,2011,Total Motorized Vehicles,935
Tsuu T'ina Nation 145,2012,Total Motorized Vehicles,950
Tsuu T'ina Nation 145,2013,Total Motorized Vehicles,937
Tsuu T'ina Nation 145,2014,Total Motorized Vehicles,977
Tsuu T'ina Nation 145,2015,Total Motorized Vehicles,980
Tsuu T'ina Nation 145,2016,Total Motorized Vehicles,974
Tsuu T'ina Nation 145,2017,Total Motorized Vehicles,970
Tsuu T'ina Nation 145,2018,Total Motorized Vehicles,980
Tsuu T'ina Nation 145,2019,Total Motorized Vehicles,1429
Tsuu T'ina Nation 145,2020,Total Motorized Vehicles,1741
Provost,2005,Total Motorized Vehicles,3250
Provost,2006,Total Motorized Vehicles,3420
Provost,2007,Total Motorized Vehicles,3573
Provost,2008,Total Motorized Vehicles,3441
Provost,2009,Total Motorized Vehicles,3403
Provost,2010,Total Motorized Vehicles,3403
Provost,2011,Total Motorized Vehicles,3555
Provost,2012,Total Motorized Vehicles,3643
Provost,2013,Total Motorized Vehicles,3800
Provost,2014,Total Motorized Vehicles,3836
Provost,2015,Total Motorized Vehicles,3782
Provost,2016,Total Motorized Vehicles,3783
Provost,2017,Total Motorized Vehicles,3801
Provost,2018,Total Motorized Vehicles,3860
Provost,2019,Total Motorized Vehicles,3748
Provost,2020,Total Motorized Vehicles,3797
Czar,2005,Total Motorized Vehicles,567
Czar,2006,Total Motorized Vehicles,597
Czar,2007,Total Motorized Vehicles,633
Czar,2008,Total Motorized Vehicles,661
Czar,2009,Total Motorized Vehicles,671
Czar,2010,Total Motorized Vehicles,671
Czar,2011,Total Motorized Vehicles,694
Czar,2012,Total Motorized Vehicles,704
Czar,2013,Total Motorized Vehicles,709
Czar,2014,Total Motorized Vehicles,720
Czar,2015,Total Motorized Vehicles,711
Czar,2016,Total Motorized Vehicles,688
Czar,2017,Total Motorized Vehicles,706
Czar,2018,Total Motorized Vehicles,724
Czar,2019,Total Motorized Vehicles,761
Czar,2020,Total Motorized Vehicles,749
Hughenden,2005,Total Motorized Vehicles,550
Hughenden,2006,Total Motorized Vehicles,545
Hughenden,2007,Total Motorized Vehicles,562
Hughenden,2008,Total Motorized Vehicles,604
Hughenden,2009,Total Motorized Vehicles,628
Hughenden,2010,Total Motorized Vehicles,628
Hughenden,2011,Total Motorized Vehicles,653
Hughenden,2012,Total Motorized Vehicles,655
Hughenden,2013,Total Motorized Vehicles,654
Hughenden,2014,Total Motorized Vehicles,668
Hughenden,2015,Total Motorized Vehicles,666
Hughenden,2016,Total Motorized Vehicles,672
Hughenden,2017,Total Motorized Vehicles,661
Hughenden,2018,Total Motorized Vehicles,657
Hughenden,2019,Total Motorized Vehicles,642
Hughenden,2020,Total Motorized Vehicles,647
Longview,2005,Total Motorized Vehicles,737
Longview,2006,Total Motorized Vehicles,775
Longview,2007,Total Motorized Vehicles,821
Longview,2008,Total Motorized Vehicles,823
Longview,2009,Total Motorized Vehicles,825
Longview,2010,Total Motorized Vehicles,825
Longview,2011,Total Motorized Vehicles,854
Longview,2012,Total Motorized Vehicles,819
Longview,2013,Total Motorized Vehicles,859
Longview,2014,Total Motorized Vehicles,898
Longview,2015,Total Motorized Vehicles,942
Longview,2016,Total Motorized Vehicles,937
Longview,2017,Total Motorized Vehicles,947
Longview,2018,Total Motorized Vehicles,982
Longview,2019,Total Motorized Vehicles,953
Longview,2020,Total Motorized Vehicles,956
Turner Valley,2005,Total Motorized Vehicles,2190
Turner Valley,2006,Total Motorized Vehicles,2351
Turner Valley,2007,Total Motorized Vehicles,2552
Turner Valley,2008,Total Motorized Vehicles,2528
Turner Valley,2009,Total Motorized Vehicles,2575
Turner Valley,2010,Total Motorized Vehicles,2575
Turner Valley,2011,Total Motorized Vehicles,2659
Turner Valley,2012,Total Motorized Vehicles,2750
Turner Valley,2013,Total Motorized Vehicles,2802
Turner Valley,2014,Total Motorized Vehicles,2945
Turner Valley,2015,Total Motorized Vehicles,3101
Turner Valley,2016,Total Motorized Vehicles,3157
Turner Valley,2017,Total Motorized Vehicles,3220
Turner Valley,2018,Total Motorized Vehicles,3320
Turner Valley,2019,Total Motorized Vehicles,3219
Turner Valley,2020,Total Motorized Vehicles,3262
Black Diamond,2005,Total Motorized Vehicles,2020
Black Diamond,2006,Total Motorized Vehicles,2188
Black Diamond,2007,Total Motorized Vehicles,2418
Black Diamond,2008,Total Motorized Vehicles,2539
Black Diamond,2009,Total Motorized Vehicles,2702
Black Diamond,2010,Total Motorized Vehicles,2702
Black Diamond,2011,Total Motorized Vehicles,2811
Black Diamond,2012,Total Motorized Vehicles,2893
Black Diamond,2013,Total Motorized Vehicles,3036
Black Diamond,2014,Total Motorized Vehicles,3131
Black Diamond,2015,Total Motorized Vehicles,3192
Black Diamond,2016,Total Motorized Vehicles,3146
Black Diamond,2017,Total Motorized Vehicles,3153
Black Diamond,2018,Total Motorized Vehicles,3228
Black Diamond,2019,Total Motorized Vehicles,3224
Black Diamond,2020,Total Motorized Vehicles,3341
Okotoks,2005,Total Motorized Vehicles,16351
Okotoks,2006,Total Motorized Vehicles,18481
Okotoks,2007,Total Motorized Vehicles,20504
Okotoks,2008,Total Motorized Vehicles,22124
Okotoks,2009,Total Motorized Vehicles,24331
Okotoks,2010,Total Motorized Vehicles,24331
Okotoks,2011,Total Motorized Vehicles,25426
Okotoks,2012,Total Motorized Vehicles,26801
Okotoks,2013,Total Motorized Vehicles,28157
Okotoks,2014,Total Motorized Vehicles,29841
Okotoks,2015,Total Motorized Vehicles,30373
Okotoks,2016,Total Motorized Vehicles,31083
Okotoks,2017,Total Motorized Vehicles,32103
Okotoks,2018,Total Motorized Vehicles,33486
Okotoks,2019,Total Motorized Vehicles,33691
Okotoks,2020,Total Motorized Vehicles,34975
Rocky View County,2005,Total Motorized Vehicles,8169
Rocky View County,2006,Total Motorized Vehicles,8722
Rocky View County,2007,Total Motorized Vehicles,10536
Rocky View County,2008,Total Motorized Vehicles,12111
Rocky View County,2009,Total Motorized Vehicles,13446
Rocky View County,2010,Total Motorized Vehicles,13446
Rocky View County,2011,Total Motorized Vehicles,13723
Rocky View County,2012,Total Motorized Vehicles,14459
Rocky View County,2013,Total Motorized Vehicles,15108
Rocky View County,2014,Total Motorized Vehicles,16191
Rocky View County,2015,Total Motorized Vehicles,17101
Rocky View County,2016,Total Motorized Vehicles,16860
Rocky View County,2017,Total Motorized Vehicles,17234
Rocky View County,2018,Total Motorized Vehicles,20770
Rocky View County,2019,Total Motorized Vehicles,20972
Rocky View County,2020,Total Motorized Vehicles,27940
Calgary,2005,Total Motorized Vehicles,743767
Calgary,2006,Total Motorized Vehicles,789347
Calgary,2007,Total Motorized Vehicles,829030
Calgary,2008,Total Motorized Vehicles,843825
Calgary,2009,Total Motorized Vehicles,867376
Calgary,2010,Total Motorized Vehicles,867376
Calgary,2011,Total Motorized Vehicles,895357
Calgary,2012,Total Motorized Vehicles,934296
Calgary,2013,Total Motorized Vehicles,972193
Calgary,2014,Total Motorized Vehicles,1005109
Calgary,2015,Total Motorized Vehicles,1007399
Calgary,2016,Total Motorized Vehicles,990144
Calgary,2017,Total Motorized Vehicles,1000567
Calgary,2018,Total Motorized Vehicles,1021618
Calgary,2019,Total Motorized Vehicles,1015104
Calgary,2020,Total Motorized Vehicles,1006510
Mountain View County,2005,Total Motorized Vehicles,845
Mountain View County,2006,Total Motorized Vehicles,928
Mountain View County,2007,Total Motorized Vehicles,1017
Mountain View County,2008,Total Motorized Vehicles,1064
Mountain View County,2009,Total Motorized Vehicles,1114
Mountain View County,2010,Total Motorized Vehicles,1114
Mountain View County,2011,Total Motorized Vehicles,1196
Mountain View County,2012,Total Motorized Vehicles,1246
Mountain View County,2013,Total Motorized Vehicles,1239
Mountain View County,2014,Total Motorized Vehicles,1305
Mountain View County,2015,Total Motorized Vehicles,1348
Mountain View County,2016,Total Motorized Vehicles,1472
Mountain View County,2017,Total Motorized Vehicles,1585
Mountain View County,2018,Total Motorized Vehicles,1694
Mountain View County,2019,Total Motorized Vehicles,1669
Mountain View County,2020,Total Motorized Vehicles,1745
Carstairs,2005,Total Motorized Vehicles,4114
Carstairs,2006,Total Motorized Vehicles,4401
Carstairs,2007,Total Motorized Vehicles,4706
Carstairs,2008,Total Motorized Vehicles,4977
Carstairs,2009,Total Motorized Vehicles,5167
Carstairs,2010,Total Motorized Vehicles,5167
Carstairs,2011,Total Motorized Vehicles,5314
Carstairs,2012,Total Motorized Vehicles,5500
Carstairs,2013,Total Motorized Vehicles,5715
Carstairs,2014,Total Motorized Vehicles,6006
Carstairs,2015,Total Motorized Vehicles,6216
Carstairs,2016,Total Motorized Vehicles,6151
Carstairs,2017,Total Motorized Vehicles,6256
Carstairs,2018,Total Motorized Vehicles,6582
Carstairs,2019,Total Motorized Vehicles,6588
Carstairs,2020,Total Motorized Vehicles,6911
Cremona,2005,Total Motorized Vehicles,1422
Cremona,2006,Total Motorized Vehicles,1507
Cremona,2007,Total Motorized Vehicles,1581
Cremona,2008,Total Motorized Vehicles,1606
Cremona,2009,Total Motorized Vehicles,1605
Cremona,2010,Total Motorized Vehicles,1605
Cremona,2011,Total Motorized Vehicles,1628
Cremona,2012,Total Motorized Vehicles,1646
Cremona,2013,Total Motorized Vehicles,1682
Cremona,2014,Total Motorized Vehicles,1749
Cremona,2015,Total Motorized Vehicles,1748
Cremona,2016,Total Motorized Vehicles,1723
Cremona,2017,Total Motorized Vehicles,1726
Cremona,2018,Total Motorized Vehicles,1760
Cremona,2019,Total Motorized Vehicles,1754
Cremona,2020,Total Motorized Vehicles,1795
Didsbury,2005,Total Motorized Vehicles,6325
Didsbury,2006,Total Motorized Vehicles,6761
Didsbury,2007,Total Motorized Vehicles,7277
Didsbury,2008,Total Motorized Vehicles,7436
Didsbury,2009,Total Motorized Vehicles,7471
Didsbury,2010,Total Motorized Vehicles,7471
Didsbury,2011,Total Motorized Vehicles,7471
Didsbury,2012,Total Motorized Vehicles,8149
Didsbury,2013,Total Motorized Vehicles,8584
Didsbury,2014,Total Motorized Vehicles,8975
Didsbury,2015,Total Motorized Vehicles,8980
Didsbury,2016,Total Motorized Vehicles,8862
Didsbury,2017,Total Motorized Vehicles,8829
Didsbury,2018,Total Motorized Vehicles,8998
Didsbury,2019,Total Motorized Vehicles,8910
Didsbury,2020,Total Motorized Vehicles,8493
Edberg,2005,Total Motorized Vehicles,513
Edberg,2006,Total Motorized Vehicles,533
Edberg,2007,Total Motorized Vehicles,561
Edberg,2008,Total Motorized Vehicles,570
Edberg,2009,Total Motorized Vehicles,607
Edberg,2010,Total Motorized Vehicles,607
Edberg,2011,Total Motorized Vehicles,629
Edberg,2012,Total Motorized Vehicles,659
Edberg,2013,Total Motorized Vehicles,683
Edberg,2014,Total Motorized Vehicles,685
Edberg,2015,Total Motorized Vehicles,693
Edberg,2016,Total Motorized Vehicles,669
Edberg,2017,Total Motorized Vehicles,652
Edberg,2018,Total Motorized Vehicles,644
Edberg,2019,Total Motorized Vehicles,627
Edberg,2020,Total Motorized Vehicles,603
Camrose,2005,Total Motorized Vehicles,15404
Camrose,2006,Total Motorized Vehicles,16236
Camrose,2007,Total Motorized Vehicles,17121
Camrose,2008,Total Motorized Vehicles,17695
Camrose,2009,Total Motorized Vehicles,18002
Camrose,2010,Total Motorized Vehicles,18002
Camrose,2011,Total Motorized Vehicles,18413
Camrose,2012,Total Motorized Vehicles,18783
Camrose,2013,Total Motorized Vehicles,19094
Camrose,2014,Total Motorized Vehicles,19745
Camrose,2015,Total Motorized Vehicles,19925
Camrose,2016,Total Motorized Vehicles,19306
Camrose,2017,Total Motorized Vehicles,19331
Camrose,2018,Total Motorized Vehicles,19604
Camrose,2019,Total Motorized Vehicles,19287
Camrose,2020,Total Motorized Vehicles,19550
Bawlf,2005,Total Motorized Vehicles,879
Bawlf,2006,Total Motorized Vehicles,940
Bawlf,2007,Total Motorized Vehicles,998
Bawlf,2008,Total Motorized Vehicles,1061
Bawlf,2009,Total Motorized Vehicles,1086
Bawlf,2010,Total Motorized Vehicles,1086
Bawlf,2011,Total Motorized Vehicles,1085
Bawlf,2012,Total Motorized Vehicles,1084
Bawlf,2013,Total Motorized Vehicles,1104
Bawlf,2014,Total Motorized Vehicles,1143
Bawlf,2015,Total Motorized Vehicles,1116
Bawlf,2016,Total Motorized Vehicles,1075
Bawlf,2017,Total Motorized Vehicles,1129
Bawlf,2018,Total Motorized Vehicles,1144
Bawlf,2019,Total Motorized Vehicles,1104
Bawlf,2020,Total Motorized Vehicles,1119
Clive,2005,Total Motorized Vehicles,1528
Clive,2006,Total Motorized Vehicles,1640
Clive,2007,Total Motorized Vehicles,1781
Clive,2008,Total Motorized Vehicles,1826
Clive,2009,Total Motorized Vehicles,1850
Clive,2010,Total Motorized Vehicles,1850
Clive,2011,Total Motorized Vehicles,1893
Clive,2012,Total Motorized Vehicles,1909
Clive,2013,Total Motorized Vehicles,1973
Clive,2014,Total Motorized Vehicles,2054
Clive,2015,Total Motorized Vehicles,2031
Clive,2016,Total Motorized Vehicles,1978
Clive,2017,Total Motorized Vehicles,2013
Clive,2018,Total Motorized Vehicles,2059
Clive,2019,Total Motorized Vehicles,1998
Clive,2020,Total Motorized Vehicles,2070
Provost No. 52,2005,Total Motorized Vehicles,927
Provost No. 52,2006,Total Motorized Vehicles,925
Provost No. 52,2007,Total Motorized Vehicles,924
Provost No. 52,2008,Total Motorized Vehicles,946
Provost No. 52,2009,Total Motorized Vehicles,962
Provost No. 52,2010,Total Motorized Vehicles,962
Provost No. 52,2011,Total Motorized Vehicles,1000
Provost No. 52,2012,Total Motorized Vehicles,992
Provost No. 52,2013,Total Motorized Vehicles,1003
Provost No. 52,2014,Total Motorized Vehicles,989
Provost No. 52,2015,Total Motorized Vehicles,1001
Provost No. 52,2016,Total Motorized Vehicles,960
Provost No. 52,2017,Total Motorized Vehicles,956
Provost No. 52,2018,Total Motorized Vehicles,960
Provost No. 52,2019,Total Motorized Vehicles,966
Provost No. 52,2020,Total Motorized Vehicles,957
Smoky River No. 130,2005,Total Motorized Vehicles,404
Smoky River No. 130,2006,Total Motorized Vehicles,408
Smoky River No. 130,2007,Total Motorized Vehicles,421
Smoky River No. 130,2008,Total Motorized Vehicles,418
Smoky River No. 130,2009,Total Motorized Vehicles,438
Smoky River No. 130,2010,Total Motorized Vehicles,438
Smoky River No. 130,2011,Total Motorized Vehicles,468
Smoky River No. 130,2012,Total Motorized Vehicles,464
Smoky River No. 130,2013,Total Motorized Vehicles,484
Smoky River No. 130,2014,Total Motorized Vehicles,484
Smoky River No. 130,2015,Total Motorized Vehicles,489
Smoky River No. 130,2016,Total Motorized Vehicles,452
Smoky River No. 130,2017,Total Motorized Vehicles,482
Smoky River No. 130,2018,Total Motorized Vehicles,518
Smoky River No. 130,2019,Total Motorized Vehicles,512
Smoky River No. 130,2020,Total Motorized Vehicles,496
Vermilion River County,2005,Total Motorized Vehicles,1934
Vermilion River County,2006,Total Motorized Vehicles,1909
Vermilion River County,2007,Total Motorized Vehicles,2062
Vermilion River County,2008,Total Motorized Vehicles,2185
Vermilion River County,2009,Total Motorized Vehicles,2222
Vermilion River County,2010,Total Motorized Vehicles,2222
Vermilion River County,2011,Total Motorized Vehicles,2367
Vermilion River County,2012,Total Motorized Vehicles,2407
Vermilion River County,2013,Total Motorized Vehicles,2478
Vermilion River County,2014,Total Motorized Vehicles,2530
Vermilion River County,2015,Total Motorized Vehicles,2540
Vermilion River County,2016,Total Motorized Vehicles,2492
Vermilion River County,2017,Total Motorized Vehicles,2491
Vermilion River County,2018,Total Motorized Vehicles,2563
Vermilion River County,2019,Total Motorized Vehicles,2533
Vermilion River County,2020,Total Motorized Vehicles,2545
Paradise Valley,2005,Total Motorized Vehicles,614
Paradise Valley,2006,Total Motorized Vehicles,656
Paradise Valley,2007,Total Motorized Vehicles,660
Paradise Valley,2008,Total Motorized Vehicles,691
Paradise Valley,2009,Total Motorized Vehicles,698
Paradise Valley,2010,Total Motorized Vehicles,698
Paradise Valley,2011,Total Motorized Vehicles,715
Paradise Valley,2012,Total Motorized Vehicles,705
Paradise Valley,2013,Total Motorized Vehicles,712
Paradise Valley,2014,Total Motorized Vehicles,722
Paradise Valley,2015,Total Motorized Vehicles,734
Paradise Valley,2016,Total Motorized Vehicles,711
Paradise Valley,2017,Total Motorized Vehicles,730
Paradise Valley,2018,Total Motorized Vehicles,749
Paradise Valley,2019,Total Motorized Vehicles,749
Paradise Valley,2020,Total Motorized Vehicles,760
High Prairie,2005,Total Motorized Vehicles,5541
High Prairie,2006,Total Motorized Vehicles,5735
High Prairie,2007,Total Motorized Vehicles,5910
High Prairie,2008,Total Motorized Vehicles,5918
High Prairie,2009,Total Motorized Vehicles,5920
High Prairie,2010,Total Motorized Vehicles,5920
High Prairie,2011,Total Motorized Vehicles,6103
High Prairie,2012,Total Motorized Vehicles,6215
High Prairie,2013,Total Motorized Vehicles,6303
High Prairie,2014,Total Motorized Vehicles,6455
High Prairie,2015,Total Motorized Vehicles,6402
High Prairie,2016,Total Motorized Vehicles,6337
High Prairie,2017,Total Motorized Vehicles,6376
High Prairie,2018,Total Motorized Vehicles,6513
High Prairie,2019,Total Motorized Vehicles,6294
High Prairie,2020,Total Motorized Vehicles,6422
Swan Hills,2005,Total Motorized Vehicles,1465
Swan Hills,2006,Total Motorized Vehicles,1539
Swan Hills,2007,Total Motorized Vehicles,1592
Swan Hills,2008,Total Motorized Vehicles,1684
Swan Hills,2009,Total Motorized Vehicles,1608
Swan Hills,2010,Total Motorized Vehicles,1608
Swan Hills,2011,Total Motorized Vehicles,1689
Swan Hills,2012,Total Motorized Vehicles,1697
Swan Hills,2013,Total Motorized Vehicles,1710
Swan Hills,2014,Total Motorized Vehicles,1730
Swan Hills,2015,Total Motorized Vehicles,1608
Swan Hills,2016,Total Motorized Vehicles,1506
Swan Hills,2017,Total Motorized Vehicles,1360
Swan Hills,2018,Total Motorized Vehicles,1372
Swan Hills,2019,Total Motorized Vehicles,1348
Swan Hills,2020,Total Motorized Vehicles,1296
Northern Sunrise County,2005,Total Motorized Vehicles,508
Northern Sunrise County,2006,Total Motorized Vehicles,540
Northern Sunrise County,2007,Total Motorized Vehicles,576
Northern Sunrise County,2008,Total Motorized Vehicles,568
Northern Sunrise County,2009,Total Motorized Vehicles,616
Northern Sunrise County,2010,Total Motorized Vehicles,616
Northern Sunrise County,2011,Total Motorized Vehicles,627
Northern Sunrise County,2012,Total Motorized Vehicles,655
Northern Sunrise County,2013,Total Motorized Vehicles,696
Northern Sunrise County,2014,Total Motorized Vehicles,727
Northern Sunrise County,2015,Total Motorized Vehicles,731
Northern Sunrise County,2016,Total Motorized Vehicles,727
Northern Sunrise County,2017,Total Motorized Vehicles,718
Northern Sunrise County,2018,Total Motorized Vehicles,685
Northern Sunrise County,2019,Total Motorized Vehicles,674
Northern Sunrise County,2020,Total Motorized Vehicles,691
Big Lakes County,2005,Total Motorized Vehicles,1989
Big Lakes County,2006,Total Motorized Vehicles,2088
Big Lakes County,2007,Total Motorized Vehicles,2228
Big Lakes County,2008,Total Motorized Vehicles,2252
Big Lakes County,2009,Total Motorized Vehicles,2296
Big Lakes County,2010,Total Motorized Vehicles,2296
Big Lakes County,2011,Total Motorized Vehicles,2374
Big Lakes County,2012,Total Motorized Vehicles,2477
Big Lakes County,2013,Total Motorized Vehicles,2532
Big Lakes County,2014,Total Motorized Vehicles,2573
Big Lakes County,2015,Total Motorized Vehicles,2598
Big Lakes County,2016,Total Motorized Vehicles,2523
Big Lakes County,2017,Total Motorized Vehicles,2626
Big Lakes County,2018,Total Motorized Vehicles,2637
Big Lakes County,2019,Total Motorized Vehicles,2617
Big Lakes County,2020,Total Motorized Vehicles,2737
Slave Lake,2005,Total Motorized Vehicles,6141
Slave Lake,2006,Total Motorized Vehicles,6575
Slave Lake,2007,Total Motorized Vehicles,6876
Slave Lake,2008,Total Motorized Vehicles,6929
Slave Lake,2009,Total Motorized Vehicles,7019
Slave Lake,2010,Total Motorized Vehicles,7019
Slave Lake,2011,Total Motorized Vehicles,7476
Slave Lake,2012,Total Motorized Vehicles,7911
Slave Lake,2013,Total Motorized Vehicles,8252
Slave Lake,2014,Total Motorized Vehicles,8363
Slave Lake,2015,Total Motorized Vehicles,8126
Slave Lake,2016,Total Motorized Vehicles,7933
Slave Lake,2017,Total Motorized Vehicles,7863
Slave Lake,2018,Total Motorized Vehicles,8151
Slave Lake,2019,Total Motorized Vehicles,8091
Slave Lake,2020,Total Motorized Vehicles,7958
Opportunity No. 17,2005,Total Motorized Vehicles,3002
Opportunity No. 17,2006,Total Motorized Vehicles,3241
Opportunity No. 17,2007,Total Motorized Vehicles,3656
Opportunity No. 17,2008,Total Motorized Vehicles,3734
Opportunity No. 17,2009,Total Motorized Vehicles,4224
Opportunity No. 17,2010,Total Motorized Vehicles,4224
Opportunity No. 17,2011,Total Motorized Vehicles,4441
Opportunity No. 17,2012,Total Motorized Vehicles,4656
Opportunity No. 17,2013,Total Motorized Vehicles,4769
Opportunity No. 17,2014,Total Motorized Vehicles,4716
Opportunity No. 17,2015,Total Motorized Vehicles,4642
Opportunity No. 17,2016,Total Motorized Vehicles,4511
Opportunity No. 17,2017,Total Motorized Vehicles,4444
Opportunity No. 17,2018,Total Motorized Vehicles,4415
Opportunity No. 17,2019,Total Motorized Vehicles,4357
Opportunity No. 17,2020,Total Motorized Vehicles,4433
McLennan,2005,Total Motorized Vehicles,817
McLennan,2006,Total Motorized Vehicles,123
McLennan,2007,Total Motorized Vehicles,892
McLennan,2008,Total Motorized Vehicles,839
McLennan,2009,Total Motorized Vehicles,854
McLennan,2010,Total Motorized Vehicles,854
McLennan,2011,Total Motorized Vehicles,879
McLennan,2012,Total Motorized Vehicles,884
McLennan,2013,Total Motorized Vehicles,896
McLennan,2014,Total Motorized Vehicles,921
McLennan,2015,Total Motorized Vehicles,907
McLennan,2016,Total Motorized Vehicles,880
McLennan,2017,Total Motorized Vehicles,899
McLennan,2018,Total Motorized Vehicles,934
McLennan,2019,Total Motorized Vehicles,891
McLennan,2020,Total Motorized Vehicles,904
Donnelly,2005,Total Motorized Vehicles,595
Donnelly,2006,Total Motorized Vehicles,605
Donnelly,2007,Total Motorized Vehicles,629
Donnelly,2008,Total Motorized Vehicles,655
Donnelly,2009,Total Motorized Vehicles,649
Donnelly,2010,Total Motorized Vehicles,649
Donnelly,2011,Total Motorized Vehicles,681
Donnelly,2012,Total Motorized Vehicles,723
Donnelly,2013,Total Motorized Vehicles,730
Donnelly,2014,Total Motorized Vehicles,752
Donnelly,2015,Total Motorized Vehicles,768
Donnelly,2016,Total Motorized Vehicles,791
Donnelly,2017,Total Motorized Vehicles,752
Donnelly,2018,Total Motorized Vehicles,765
Donnelly,2019,Total Motorized Vehicles,760
Donnelly,2020,Total Motorized Vehicles,793
