CSD,Period,Total_Dwelling_Count
Improvement District No.  4 Waterton,2015,169.0
Improvement District No.  4 Waterton,2016,169.0
Improvement District No.  4 Waterton,2017,167.0
Improvement District No.  4 Waterton,2018,182.0
Improvement District No.  4 Waterton,2019,182.0
Improvement District No.  4 Waterton,2020,182.0
Improvement District No.  4 Waterton,2021,182.0
Improvement District No.  4 Waterton,2022,186.0
Rocky Mountain House,1994,2213.0
Rocky Mountain House,1995,2213.0
Rocky Mountain House,1996,2213.0
Rocky Mountain House,1997,2080.0
Rocky Mountain House,1998,2306.0
Rocky Mountain House,1999,2387.0
Rocky Mountain House,2000,2439.0
Rocky Mountain House,2001,2483.0
Rocky Mountain House,2002,2509.0
Rocky Mountain House,2003,2571.0
Rocky Mountain House,2004,2625.0
Rocky Mountain House,2005,2679.0
Rocky Mountain House,2006,2767.0
Rocky Mountain House,2007,2830.0
Rocky Mountain House,2008,2855.0
Rocky Mountain House,2009,2881.0
Rocky Mountain House,2010,2902.0
Rocky Mountain House,2011,2920.0
Rocky Mountain House,2012,2945.0
Rocky Mountain House,2013,2964.0
Rocky Mountain House,2014,2991.0
Rocky Mountain House,2015,3007.0
Rocky Mountain House,2016,3016.0
Rocky Mountain House,2017,3016.0
Rocky Mountain House,2018,2980.0
Rocky Mountain House,2019,2984.0
Rocky Mountain House,2020,3002.0
Rocky Mountain House,2021,3093.0
Rocky Mountain House,2022,3098.0
Rocky Mountain House,2023,3103.0
Newell County,2023,3176.0
Newell County,1994,1853.0
Newell County,1995,1853.0
Newell County,1996,1623.0
Newell County,1997,2181.0
Newell County,1998,2537.0
Newell County,1999,2586.0
Newell County,2000,2638.0
Newell County,2001,2242.0
Newell County,2002,2676.0
Newell County,2003,2683.0
Newell County,2004,2898.0
Newell County,2005,2922.0
Newell County,2006,2950.0
Newell County,2007,2921.0
Newell County,2008,2951.0
Newell County,2009,2985.0
Newell County,2010,3012.0
Newell County,2011,3003.0
Newell County,2012,3103.0
Newell County,2013,3145.0
Newell County,2014,3184.0
Newell County,2015,3205.0
Newell County,2016,3073.0
Newell County,2017,3069.0
Newell County,2018,3114.0
Newell County,2019,3099.0
Newell County,2020,3107.0
Newell County,2021,3107.0
Newell County,2022,3145.0
Brooks,1994,3417.0
Brooks,1995,3417.0
Brooks,1996,3226.0
Brooks,1997,3954.0
Brooks,1998,3692.0
Brooks,1999,3692.0
Brooks,2000,3752.0
Brooks,2001,4307.0
Brooks,2002,3977.0
Brooks,2003,4876.0
Brooks,2004,4878.0
Brooks,2005,5047.0
Brooks,2006,5189.0
Brooks,2007,5629.0
Brooks,2008,5710.0
Brooks,2009,5734.0
Brooks,2010,5755.0
Brooks,2011,5769.0
Brooks,2012,5776.0
Brooks,2013,5808.0
Brooks,2014,5840.0
Brooks,2015,5853.0
Brooks,2016,5866.0
Brooks,2017,5870.0
Brooks,2018,5003.0
Brooks,2019,5010.0
Brooks,2020,5010.0
Brooks,2021,6564.0
Brooks,2022,6601.0
Brooks,2023,6698.0
Alix,2023,433.0
Alix,1994,300.0
Alix,1995,300.0
Alix,1996,300.0
Alix,1997,326.0
Alix,1998,335.0
Alix,1999,367.0
Alix,2000,370.0
Alix,2001,370.0
Alix,2002,370.0
Alix,2003,370.0
Alix,2004,371.0
Alix,2005,371.0
Alix,2006,373.0
Alix,2007,375.0
Alix,2008,389.0
Alix,2009,398.0
Alix,2010,400.0
Alix,2011,400.0
Alix,2012,400.0
Alix,2013,400.0
Alix,2014,400.0
Alix,2015,400.0
Alix,2016,400.0
Alix,2017,401.0
Alix,2018,404.0
Alix,2019,404.0
Alix,2020,404.0
Alix,2021,431.0
Alix,2022,432.0
Ponoka County,1994,2488.0
Ponoka County,1995,2488.0
Ponoka County,1996,2590.0
Ponoka County,1997,2667.0
Ponoka County,1998,2892.0
Ponoka County,1999,2390.0
Ponoka County,2000,2390.0
Ponoka County,2001,3168.0
Ponoka County,2002,3168.0
Ponoka County,2003,3154.0
Ponoka County,2004,3152.0
Ponoka County,2005,3152.0
Ponoka County,2006,3176.0
Ponoka County,2007,3176.0
Ponoka County,2008,3176.0
Ponoka County,2009,4315.0
Ponoka County,2010,4426.0
Ponoka County,2011,3664.0
Ponoka County,2012,3664.0
Ponoka County,2013,3664.0
Ponoka County,2014,3664.0
Ponoka County,2015,3664.0
Ponoka County,2016,7413.0
Ponoka County,2017,7413.0
Ponoka County,2018,8483.0
Ponoka County,2019,8483.0
Ponoka County,2020,8483.0
Ponoka County,2021,8483.0
Ponoka County,2022,8483.0
Ponoka County,2023,10929.0
Smoky Lake,2023,464.0
Smoky Lake,1994,439.0
Smoky Lake,1995,439.0
Smoky Lake,1996,439.0
Smoky Lake,1997,439.0
Smoky Lake,1998,449.0
Smoky Lake,1999,439.0
Smoky Lake,2000,439.0
Smoky Lake,2001,440.0
Smoky Lake,2002,440.0
Smoky Lake,2003,441.0
Smoky Lake,2004,453.0
Smoky Lake,2005,456.0
Smoky Lake,2006,445.0
Smoky Lake,2007,467.0
Smoky Lake,2008,477.0
Smoky Lake,2009,480.0
Smoky Lake,2010,480.0
Smoky Lake,2011,477.0
Smoky Lake,2012,438.0
Smoky Lake,2013,438.0
Smoky Lake,2014,438.0
Smoky Lake,2015,438.0
Smoky Lake,2016,450.0
Smoky Lake,2017,450.0
Smoky Lake,2018,451.0
Smoky Lake,2019,451.0
Smoky Lake,2020,464.0
Smoky Lake,2021,464.0
Smoky Lake,2022,464.0
Lac la Biche County,1994,921.0
Lac la Biche County,1995,921.0
Lac la Biche County,1996,840.0
Lac la Biche County,1997,850.0
Lac la Biche County,1998,3076.0
Lac la Biche County,1999,3260.0
Lac la Biche County,2000,3532.0
Lac la Biche County,2001,3034.0
Lac la Biche County,2002,3641.0
Lac la Biche County,2003,3684.0
Lac la Biche County,2004,3749.0
Lac la Biche County,2005,3861.0
Lac la Biche County,2006,4034.0
Lac la Biche County,2007,3848.0
Lac la Biche County,2008,4384.0
Lac la Biche County,2009,4468.0
Lac la Biche County,2010,4558.0
Lac la Biche County,2011,4528.0
Lac la Biche County,2012,3910.0
Lac la Biche County,2013,4259.0
Lac la Biche County,2014,4337.0
Lac la Biche County,2015,4401.0
Lac la Biche County,2016,4357.0
Lac la Biche County,2017,4410.0
Lac la Biche County,2018,4410.0
Lac la Biche County,2019,4342.0
Lac la Biche County,2020,4394.0
Lac la Biche County,2021,4394.0
Lac la Biche County,2022,4394.0
Lac la Biche County,2023,4394.0
Ponoka,2023,3497.0
Ponoka,1994,2324.0
Ponoka,1995,2324.0
Ponoka,1996,2425.0
Ponoka,1997,2444.0
Ponoka,1998,2543.0
Ponoka,1999,2585.0
Ponoka,2000,2595.0
Ponoka,2001,2624.0
Ponoka,2002,2667.0
Ponoka,2003,2726.0
Ponoka,2004,2761.0
Ponoka,2005,2810.0
Ponoka,2006,2539.0
Ponoka,2007,3198.0
Ponoka,2008,3242.0
Ponoka,2009,3381.0
Ponoka,2010,3405.0
Ponoka,2011,3446.0
Ponoka,2012,3483.0
Ponoka,2013,3490.0
Ponoka,2014,3490.0
Ponoka,2015,3490.0
Ponoka,2016,3497.0
Ponoka,2017,3497.0
Ponoka,2018,3497.0
Ponoka,2019,3497.0
Ponoka,2020,3497.0
Ponoka,2021,3497.0
Ponoka,2022,3497.0
Rimbey,1994,862.0
Rimbey,1995,862.0
Rimbey,1996,862.0
Rimbey,1997,868.0
Rimbey,1998,879.0
Rimbey,1999,887.0
Rimbey,2000,897.0
Rimbey,2001,910.0
Rimbey,2002,926.0
Rimbey,2003,939.0
Rimbey,2004,979.0
Rimbey,2005,991.0
Rimbey,2006,1018.0
Rimbey,2007,1045.0
Rimbey,2008,1067.0
Rimbey,2009,1072.0
Rimbey,2010,1087.0
Rimbey,2011,1094.0
Rimbey,2012,1165.0
Rimbey,2013,1178.0
Rimbey,2014,1180.0
Rimbey,2015,1218.0
Rimbey,2016,1222.0
Rimbey,2017,1224.0
Rimbey,2018,1222.0
Rimbey,2019,1221.0
Rimbey,2020,1222.0
Rimbey,2021,1226.0
Rimbey,2022,1227.0
Rimbey,2023,1231.0
Barons,2023,155.0
Barons,1994,113.0
Barons,1995,113.0
Barons,1996,111.0
Barons,1997,116.0
Barons,1998,116.0
Barons,1999,116.0
Barons,2000,116.0
Barons,2001,118.0
Barons,2002,119.0
Barons,2003,119.0
Barons,2004,119.0
Barons,2005,119.0
Barons,2006,121.0
Barons,2007,127.0
Barons,2008,123.0
Barons,2009,140.0
Barons,2010,140.0
Barons,2011,140.0
Barons,2012,140.0
Barons,2013,140.0
Barons,2014,140.0
Barons,2015,140.0
Barons,2016,148.0
Barons,2017,148.0
Barons,2018,151.0
Barons,2019,155.0
Barons,2020,155.0
Barons,2021,155.0
Barons,2022,155.0
Picture Butte,1994,655.0
Picture Butte,1995,655.0
Picture Butte,1996,655.0
Picture Butte,1997,663.0
Picture Butte,1998,670.0
Picture Butte,1999,670.0
Picture Butte,2000,673.0
Picture Butte,2001,681.0
Picture Butte,2002,684.0
Picture Butte,2003,685.0
Picture Butte,2004,694.0
Picture Butte,2005,696.0
Picture Butte,2006,699.0
Picture Butte,2007,699.0
Picture Butte,2008,655.0
Picture Butte,2009,655.0
Picture Butte,2010,675.0
Picture Butte,2011,675.0
Picture Butte,2012,680.0
Picture Butte,2013,743.0
Picture Butte,2014,743.0
Picture Butte,2015,871.0
Picture Butte,2016,678.0
Picture Butte,2017,684.0
Picture Butte,2018,708.0
Picture Butte,2019,708.0
Picture Butte,2020,710.0
Picture Butte,2021,712.0
Picture Butte,2022,712.0
Picture Butte,2023,738.0
Coaldale,2023,3356.0
Coaldale,1994,1982.0
Coaldale,1995,1982.0
Coaldale,1996,1997.0
Coaldale,1997,2000.0
Coaldale,1998,2005.0
Coaldale,1999,2166.0
Coaldale,2000,2002.0
Coaldale,2001,2101.0
Coaldale,2002,2109.0
Coaldale,2003,2146.0
Coaldale,2004,2306.0
Coaldale,2005,2222.0
Coaldale,2006,2363.0
Coaldale,2007,2592.0
Coaldale,2008,2745.0
Coaldale,2009,2805.0
Coaldale,2010,2893.0
Coaldale,2011,2923.0
Coaldale,2012,2981.0
Coaldale,2013,3027.0
Coaldale,2014,3090.0
Coaldale,2015,3163.0
Coaldale,2016,3221.0
Coaldale,2017,3277.0
Coaldale,2018,3108.0
Coaldale,2019,3173.0
Coaldale,2020,3266.0
Coaldale,2021,3340.0
Coaldale,2022,3408.0
Barnwell,1994,127.0
Barnwell,1995,127.0
Barnwell,1996,156.0
Barnwell,1997,157.0
Barnwell,1998,157.0
Barnwell,1999,158.0
Barnwell,2000,159.0
Barnwell,2001,159.0
Barnwell,2002,169.0
Barnwell,2003,170.0
Barnwell,2004,172.0
Barnwell,2005,173.0
Barnwell,2006,175.0
Barnwell,2007,178.0
Barnwell,2008,191.0
Barnwell,2009,204.0
Barnwell,2010,212.0
Barnwell,2011,244.0
Barnwell,2012,252.0
Barnwell,2013,264.0
Barnwell,2014,280.0
Barnwell,2015,282.0
Barnwell,2016,280.0
Barnwell,2017,282.0
Barnwell,2018,282.0
Barnwell,2019,282.0
Barnwell,2020,282.0
Barnwell,2021,289.0
Barnwell,2022,294.0
Barnwell,2023,301.0
Clearwater County,2023,7227.0
Clearwater County,1994,3423.0
Clearwater County,1995,3423.0
Clearwater County,1996,4061.0
Clearwater County,1997,3680.0
Clearwater County,1998,3781.0
Clearwater County,1999,3924.0
Clearwater County,2000,4136.0
Clearwater County,2001,8208.0
Clearwater County,2002,4345.0
Clearwater County,2003,4418.0
Clearwater County,2004,4418.0
Clearwater County,2005,4659.0
Clearwater County,2006,4995.0
Clearwater County,2007,5616.0
Clearwater County,2008,5730.0
Clearwater County,2009,5857.0
Clearwater County,2010,5939.0
Clearwater County,2011,6127.0
Clearwater County,2012,6168.0
Clearwater County,2013,6168.0
Clearwater County,2014,6211.0
Clearwater County,2015,6467.0
Clearwater County,2016,6192.0
Clearwater County,2017,6192.0
Clearwater County,2018,6671.0
Clearwater County,2019,6654.0
Clearwater County,2020,6551.0
Clearwater County,2021,7172.0
Clearwater County,2022,7194.0
Caroline,1994,216.0
Caroline,1995,216.0
Caroline,1996,194.0
Caroline,1997,201.0
Caroline,1998,201.0
Caroline,1999,240.0
Caroline,2000,241.0
Caroline,2001,271.0
Caroline,2002,272.0
Caroline,2003,215.0
Caroline,2004,271.0
Caroline,2005,271.0
Caroline,2006,271.0
Caroline,2007,275.0
Caroline,2008,249.0
Caroline,2009,250.0
Caroline,2010,250.0
Caroline,2011,256.0
Caroline,2012,258.0
Caroline,2013,258.0
Caroline,2014,254.0
Caroline,2015,242.0
Caroline,2016,240.0
Caroline,2017,240.0
Caroline,2018,240.0
Caroline,2019,240.0
Caroline,2020,240.0
Caroline,2021,246.0
Caroline,2022,245.0
Caroline,2023,245.0
Minburn County No. 27,2023,1597.0
Minburn County No. 27,1994,1215.0
Minburn County No. 27,1995,1215.0
Minburn County No. 27,1996,1216.0
Minburn County No. 27,1997,1413.0
Minburn County No. 27,1998,1340.0
Minburn County No. 27,1999,1347.0
Minburn County No. 27,2000,1423.0
Minburn County No. 27,2001,1450.0
Minburn County No. 27,2002,1468.0
Minburn County No. 27,2003,1550.0
Minburn County No. 27,2004,1446.0
Minburn County No. 27,2005,1446.0
Minburn County No. 27,2006,1494.0
Minburn County No. 27,2007,1508.0
Minburn County No. 27,2008,1513.0
Minburn County No. 27,2009,1520.0
Minburn County No. 27,2010,1559.0
Minburn County No. 27,2011,1572.0
Minburn County No. 27,2012,1587.0
Minburn County No. 27,2013,1581.0
Minburn County No. 27,2014,1603.0
Minburn County No. 27,2015,1669.0
Minburn County No. 27,2016,1665.0
Minburn County No. 27,2017,1674.0
Minburn County No. 27,2018,1678.0
Minburn County No. 27,2019,1708.0
Minburn County No. 27,2020,1708.0
Minburn County No. 27,2021,1689.0
Minburn County No. 27,2022,1562.0
Clyde,1994,159.0
Clyde,1995,159.0
Clyde,1996,164.0
Clyde,1997,170.0
Clyde,1998,175.0
Clyde,1999,174.0
Clyde,2000,183.0
Clyde,2001,183.0
Clyde,2002,192.0
Clyde,2003,194.0
Clyde,2004,206.0
Clyde,2005,215.0
Clyde,2006,220.0
Clyde,2007,220.0
Clyde,2008,224.0
Clyde,2009,224.0
Clyde,2010,224.0
Clyde,2011,224.0
Clyde,2012,224.0
Clyde,2013,224.0
Clyde,2014,224.0
Clyde,2015,224.0
Clyde,2016,224.0
Clyde,2017,224.0
Clyde,2018,224.0
Clyde,2019,224.0
Clyde,2020,224.0
Clyde,2021,225.0
Clyde,2022,225.0
Clyde,2023,227.0
Alberta Beach,2023,455.0
Alberta Beach,1994,248.0
Alberta Beach,1995,248.0
Alberta Beach,1996,279.0
Alberta Beach,1997,248.0
Alberta Beach,1998,248.0
Alberta Beach,1999,248.0
Alberta Beach,2000,319.0
Alberta Beach,2001,319.0
Alberta Beach,2002,319.0
Alberta Beach,2003,346.0
Alberta Beach,2004,416.0
Alberta Beach,2005,416.0
Alberta Beach,2006,425.0
Alberta Beach,2007,437.0
Alberta Beach,2008,439.0
Alberta Beach,2009,442.0
Alberta Beach,2010,445.0
Alberta Beach,2011,442.0
Alberta Beach,2012,440.0
Alberta Beach,2013,441.0
Alberta Beach,2014,440.0
Alberta Beach,2015,443.0
Alberta Beach,2016,445.0
Alberta Beach,2017,447.0
Alberta Beach,2018,448.0
Alberta Beach,2019,449.0
Alberta Beach,2020,452.0
Alberta Beach,2021,455.0
Alberta Beach,2022,458.0
Onoway,1994,262.0
Onoway,1995,262.0
Onoway,1996,291.0
Onoway,1997,292.0
Onoway,1998,292.0
Onoway,1999,296.0
Onoway,2000,296.0
Onoway,2001,333.0
Onoway,2002,343.0
Onoway,2003,343.0
Onoway,2004,343.0
Onoway,2005,347.0
Onoway,2006,355.0
Onoway,2007,360.0
Onoway,2008,424.0
Onoway,2009,420.0
Onoway,2010,438.0
Onoway,2011,431.0
Onoway,2012,431.0
Onoway,2013,432.0
Onoway,2014,435.0
Onoway,2015,434.0
Onoway,2016,435.0
Onoway,2017,435.0
Onoway,2018,435.0
Onoway,2019,435.0
Onoway,2020,435.0
Onoway,2021,435.0
Onoway,2022,420.0
Onoway,2023,434.0
Bashaw,2023,442.0
Bashaw,1994,346.0
Bashaw,1995,346.0
Bashaw,1996,325.0
Bashaw,1997,325.0
Bashaw,1998,328.0
Bashaw,1999,321.0
Bashaw,2000,374.0
Bashaw,2001,376.0
Bashaw,2002,379.0
Bashaw,2003,379.0
Bashaw,2004,379.0
Bashaw,2005,379.0
Bashaw,2006,439.0
Bashaw,2007,459.0
Bashaw,2008,437.0
Bashaw,2009,441.0
Bashaw,2010,441.0
Bashaw,2011,441.0
Bashaw,2012,441.0
Bashaw,2013,441.0
Bashaw,2014,443.0
Bashaw,2015,443.0
Bashaw,2016,442.0
Bashaw,2017,442.0
Bashaw,2018,442.0
Bashaw,2019,442.0
Bashaw,2020,442.0
Bashaw,2021,442.0
Bashaw,2022,442.0
Rosalind,1994,76.0
Rosalind,1995,76.0
Rosalind,1996,83.0
Rosalind,1997,77.0
Rosalind,1998,77.0
Rosalind,1999,77.0
Rosalind,2000,77.0
Rosalind,2001,79.0
Rosalind,2002,82.0
Rosalind,2003,82.0
Rosalind,2004,84.0
Rosalind,2005,90.0
Rosalind,2006,108.0
Rosalind,2007,91.0
Rosalind,2008,91.0
Rosalind,2009,91.0
Rosalind,2010,91.0
Rosalind,2011,94.0
Rosalind,2012,92.0
Rosalind,2013,103.0
Rosalind,2014,94.0
Rosalind,2015,94.0
Rosalind,2016,95.0
Rosalind,2017,95.0
Rosalind,2018,91.0
Rosalind,2019,92.0
Rosalind,2020,91.0
Rosalind,2021,91.0
Rosalind,2022,91.0
Rosalind,2023,93.0
Cochrane,2023,13908.0
Cochrane,1994,2204.0
Cochrane,1995,2204.0
Cochrane,1996,2780.0
Cochrane,1997,3394.0
Cochrane,1998,3410.0
Cochrane,1999,3388.0
Cochrane,2000,4153.0
Cochrane,2001,4115.0
Cochrane,2002,4288.0
Cochrane,2003,4288.0
Cochrane,2004,4588.0
Cochrane,2005,4.667
Cochrane,2006,5535.0
Cochrane,2007,5962.0
Cochrane,2008,6763.0
Cochrane,2009,6782.0
Cochrane,2010,6952.0
Cochrane,2011,8454.0
Cochrane,2012,8739.0
Cochrane,2013,9477.0
Cochrane,2014,10276.0
Cochrane,2015,11490.0
Cochrane,2016,11669.0
Cochrane,2017,11669.0
Cochrane,2018,11819.0
Cochrane,2019,12383.0
Cochrane,2020,12135.0
Cochrane,2021,12909.0
Cochrane,2022,12909.0
Airdrie,1994,4789.0
Airdrie,1995,4789.0
Airdrie,1996,5028.0
Airdrie,1997,6008.0
Airdrie,1998,6215.0
Airdrie,1999,5866.0
Airdrie,2000,6346.0
Airdrie,2001,7357.0
Airdrie,2002,8206.0
Airdrie,2003,8546.0
Airdrie,2004,8815.0
Airdrie,2005,9500.0
Airdrie,2006,11628.0
Airdrie,2007,11732.0
Airdrie,2008,13375.0
Airdrie,2009,14487.0
Airdrie,2010,14653.0
Airdrie,2011,15803.0
Airdrie,2012,16987.0
Airdrie,2013,18812.0
Airdrie,2014,21388.0
Airdrie,2015,24160.0
Airdrie,2016,22473.0
Airdrie,2017,25031.0
Airdrie,2018,25709.0
Airdrie,2019,26577.0
Airdrie,2020,27120.0
Airdrie,2021,27971.0
Airdrie,2022,29195.0
Airdrie,2023,30385.0
Irricana,1994,271.0
Irricana,1995,271.0
Irricana,1996,288.0
Irricana,1997,302.0
Irricana,1998,351.0
Irricana,1999,375.0
Irricana,2000,375.0
Irricana,2001,400.0
Irricana,2002,400.0
Irricana,2003,420.0
Irricana,2004,436.0
Irricana,2005,441.0
Irricana,2006,475.0
Irricana,2007,482.0
Irricana,2008,486.0
Irricana,2009,486.0
Irricana,2010,487.0
Irricana,2011,487.0
Irricana,2012,487.0
Irricana,2013,487.0
Irricana,2014,487.0
Irricana,2015,491.0
Irricana,2016,492.0
Irricana,2017,492.0
Irricana,2018,505.0
Irricana,2019,505.0
Irricana,2020,505.0
Irricana,2021,505.0
Irricana,2022,505.0
Beiseker,1994,254.0
Beiseker,1995,254.0
Beiseker,1996,259.0
Beiseker,1997,289.0
Beiseker,1998,295.0
Beiseker,1999,295.0
Beiseker,2000,300.0
Beiseker,2001,303.0
Beiseker,2002,314.0
Beiseker,2003,319.0
Beiseker,2004,321.0
Beiseker,2005,324.0
Beiseker,2006,326.0
Beiseker,2007,326.0
Beiseker,2008,326.0
Beiseker,2009,326.0
Beiseker,2010,326.0
Beiseker,2011,327.0
Beiseker,2012,326.0
Beiseker,2013,327.0
Beiseker,2014,330.0
Beiseker,2015,334.0
Beiseker,2016,337.0
Beiseker,2017,337.0
Beiseker,2018,337.0
Beiseker,2019,337.0
Beiseker,2020,337.0
Beiseker,2021,338.0
Beiseker,2022,339.0
Beiseker,2023,340.0
Crossfield,2023,1515.0
Crossfield,1994,582.0
Crossfield,1995,582.0
Crossfield,1996,605.0
Crossfield,1997,635.0
Crossfield,1998,654.0
Crossfield,1999,714.0
Crossfield,2000,746.0
Crossfield,2001,755.0
Crossfield,2002,787.0
Crossfield,2003,829.0
Crossfield,2004,854.0
Crossfield,2005,913.0
Crossfield,2006,921.0
Crossfield,2007,947.0
Crossfield,2008,997.0
Crossfield,2009,996.0
Crossfield,2010,1009.0
Crossfield,2011,1009.0
Crossfield,2012,1015.0
Crossfield,2013,1103.0
Crossfield,2014,1130.0
Crossfield,2015,1153.0
Crossfield,2016,1210.0
Crossfield,2017,1210.0
Crossfield,2018,1248.0
Crossfield,2019,1252.0
Crossfield,2020,1288.0
Crossfield,2021,1425.0
Crossfield,2022,1447.0
Ryley,1994,193.0
Ryley,1995,193.0
Ryley,1996,203.0
Ryley,1997,203.0
Ryley,1998,203.0
Ryley,1999,203.0
Ryley,2000,203.0
Ryley,2001,206.0
Ryley,2002,211.0
Ryley,2003,212.0
Ryley,2004,213.0
Ryley,2005,214.0
Ryley,2006,222.0
Ryley,2007,225.0
Ryley,2008,239.0
Ryley,2009,239.0
Ryley,2010,239.0
Ryley,2011,239.0
Ryley,2012,239.0
Ryley,2013,239.0
Ryley,2014,239.0
Ryley,2015,239.0
Ryley,2016,223.0
Ryley,2017,223.0
Ryley,2018,223.0
Ryley,2019,223.0
Ryley,2020,223.0
Ryley,2021,223.0
Ryley,2022,223.0
Holden,1994,184.0
Holden,1995,184.0
Holden,1996,199.0
Holden,1997,199.0
Holden,1998,199.0
Holden,1999,198.0
Holden,2000,198.0
Holden,2001,197.0
Holden,2002,197.0
Holden,2003,197.0
Holden,2004,197.0
Holden,2005,196.0
Holden,2006,186.0
Holden,2007,186.0
Holden,2008,200.0
Holden,2009,200.0
Holden,2010,200.0
Holden,2011,218.0
Holden,2012,218.0
Holden,2013,217.0
Holden,2014,215.0
Holden,2015,215.0
Holden,2016,215.0
Holden,2017,215.0
Holden,2018,215.0
Holden,2019,215.0
Holden,2020,215.0
Holden,2021,215.0
Holden,2022,215.0
Holden,2023,215.0
Barrhead County No. 11,2023,2583.0
Barrhead County No. 11,1994,1779.0
Barrhead County No. 11,1995,1779.0
Barrhead County No. 11,1996,1929.0
Barrhead County No. 11,1997,1958.0
Barrhead County No. 11,1998,1992.0
Barrhead County No. 11,1999,2007.0
Barrhead County No. 11,2000,2020.0
Barrhead County No. 11,2001,2050.0
Barrhead County No. 11,2002,2040.0
Barrhead County No. 11,2003,2064.0
Barrhead County No. 11,2004,2095.0
Barrhead County No. 11,2005,2135.0
Barrhead County No. 11,2006,2196.0
Barrhead County No. 11,2007,2246.0
Barrhead County No. 11,2008,2299.0
Barrhead County No. 11,2009,2328.0
Barrhead County No. 11,2010,2348.0
Barrhead County No. 11,2011,2373.0
Barrhead County No. 11,2012,2400.0
Barrhead County No. 11,2013,2423.0
Barrhead County No. 11,2014,2448.0
Barrhead County No. 11,2015,2478.0
Barrhead County No. 11,2016,2508.0
Barrhead County No. 11,2017,2522.0
Barrhead County No. 11,2018,2545.0
Barrhead County No. 11,2019,2562.0
Barrhead County No. 11,2020,2578.0
Barrhead County No. 11,2021,2578.0
Barrhead County No. 11,2022,2578.0
Bittern Lake,1994,61.0
Bittern Lake,1995,61.0
Bittern Lake,1996,72.0
Bittern Lake,1997,72.0
Bittern Lake,1998,74.0
Bittern Lake,1999,83.0
Bittern Lake,2000,85.0
Bittern Lake,2001,86.0
Bittern Lake,2002,86.0
Bittern Lake,2003,86.0
Bittern Lake,2004,88.0
Bittern Lake,2005,97.0
Bittern Lake,2006,97.0
Bittern Lake,2007,97.0
Bittern Lake,2008,97.0
Bittern Lake,2009,97.0
Bittern Lake,2010,97.0
Bittern Lake,2011,97.0
Bittern Lake,2012,97.0
Bittern Lake,2013,97.0
Bittern Lake,2014,97.0
Bittern Lake,2015,97.0
Bittern Lake,2016,96.0
Bittern Lake,2017,96.0
Bittern Lake,2018,96.0
Bittern Lake,2019,96.0
Bittern Lake,2020,96.0
Bittern Lake,2021,96.0
Bittern Lake,2022,96.0
Bittern Lake,2023,96.0
Hay Lakes,2023,210.0
Hay Lakes,1994,107.0
Hay Lakes,1995,107.0
Hay Lakes,1996,119.0
Hay Lakes,1997,118.0
Hay Lakes,1998,122.0
Hay Lakes,1999,125.0
Hay Lakes,2000,132.0
Hay Lakes,2001,135.0
Hay Lakes,2002,140.0
Hay Lakes,2003,143.0
Hay Lakes,2004,143.0
Hay Lakes,2005,158.0
Hay Lakes,2006,159.0
Hay Lakes,2007,168.0
Hay Lakes,2008,180.0
Hay Lakes,2009,182.0
Hay Lakes,2010,182.0
Hay Lakes,2011,187.0
Hay Lakes,2012,186.0
Hay Lakes,2013,189.0
Hay Lakes,2014,189.0
Hay Lakes,2015,196.0
Hay Lakes,2016,206.0
Hay Lakes,2017,206.0
Hay Lakes,2018,210.0
Hay Lakes,2019,210.0
Hay Lakes,2020,210.0
Hay Lakes,2021,210.0
Hay Lakes,2022,210.0
Beaver County,1994,1736.0
Beaver County,1995,1736.0
Beaver County,1996,1927.0
Beaver County,1997,1939.0
Beaver County,1998,1949.0
Beaver County,1999,1960.0
Beaver County,2000,2501.0
Beaver County,2001,2019.0
Beaver County,2002,2062.0
Beaver County,2003,2407.0
Beaver County,2004,2459.0
Beaver County,2005,2488.0
Beaver County,2006,2513.0
Beaver County,2007,2566.0
Beaver County,2008,2566.0
Beaver County,2009,2632.0
Beaver County,2010,2653.0
Beaver County,2011,2686.0
Beaver County,2012,2686.0
Beaver County,2013,2719.0
Beaver County,2014,2741.0
Beaver County,2015,2760.0
Beaver County,2016,2759.0
Beaver County,2017,2761.0
Beaver County,2018,2753.0
Beaver County,2019,2772.0
Beaver County,2020,2812.0
Beaver County,2021,2842.0
Beaver County,2022,2842.0
Beaver County,2023,2866.0
Barrhead,2023,1984.0
Barrhead,1994,1681.0
Barrhead,1995,1681.0
Barrhead,1996,1681.0
Barrhead,1997,1694.0
Barrhead,1998,1705.0
Barrhead,1999,1746.0
Barrhead,2000,1746.0
Barrhead,2001,1754.0
Barrhead,2002,1756.0
Barrhead,2003,1782.0
Barrhead,2004,1793.0
Barrhead,2005,1803.0
Barrhead,2006,1818.0
Barrhead,2007,1845.0
Barrhead,2008,1888.0
Barrhead,2009,1903.0
Barrhead,2010,1931.0
Barrhead,2011,1928.0
Barrhead,2012,1943.0
Barrhead,2013,1944.0
Barrhead,2014,1954.0
Barrhead,2015,1970.0
Barrhead,2016,1980.0
Barrhead,2017,1988.0
Barrhead,2018,1988.0
Barrhead,2019,1986.0
Barrhead,2020,1982.0
Barrhead,2021,1981.0
Barrhead,2022,1982.0
Medicine Hat,1994,19141.0
Medicine Hat,1995,19141.0
Medicine Hat,1996,19319.0
Medicine Hat,1997,19645.0
Medicine Hat,1998,20052.0
