CSDUID,CSD,Period,IndicatorSummaryDescription,Structural Type,UnitOfMeasure,OriginalValue
4810068,Improvement District No. 13 Elk Island,2021,Private Households by Structural Type,Movable dwelling,,0
4811009,Silver Beach,2006,Private Households by Structural Type,Movable dwelling,,10
4811009,Silver Beach,2011,Private Households by Structural Type,Movable dwelling,,0
4811009,Silver Beach,2016,Private Households by Structural Type,Movable dwelling,,0
4811009,Silver Beach,2021,Private Households by Structural Type,Movable dwelling,,0
4811011,Millet,2001,Private Households by Structural Type,Movable dwelling,,40
4811011,Millet,2006,Private Households by Structural Type,Movable dwelling,,155
4811011,Millet,2011,Private Households by Structural Type,Movable dwelling,,195
4811011,Millet,2016,Private Households by Structural Type,Movable dwelling,,190
4811011,Millet,2021,Private Households by Structural Type,Movable dwelling,,165
4811012,Leduc County,2001,Private Households by Structural Type,Movable dwelling,,495
4811012,Leduc County,2006,Private Households by Structural Type,Movable dwelling,,280
4811012,Leduc County,2011,Private Households by Structural Type,Movable dwelling,,500
4811012,Leduc County,2016,Private Households by Structural Type,Movable dwelling,,530
4811012,Leduc County,2021,Private Households by Structural Type,Movable dwelling,,430
4811013,Beaumont,2001,Private Households by Structural Type,Movable dwelling,,0
4811013,Beaumont,2006,Private Households by Structural Type,Movable dwelling,,0
4811013,Beaumont,2011,Private Households by Structural Type,Movable dwelling,,0
4811013,Beaumont,2016,Private Households by Structural Type,Movable dwelling,,0
4811013,Beaumont,2021,Private Households by Structural Type,Movable dwelling,,0
4810805,Makaoo (Part) 120,2001,Private Households by Structural Type,Movable dwelling,,0
4810805,Makaoo (Part) 120,2011,Private Households by Structural Type,Movable dwelling,,0
4810805,Makaoo (Part) 120,2016,Private Households by Structural Type,Movable dwelling,,0
4810805,Makaoo (Part) 120,2021,Private Households by Structural Type,Movable dwelling,,0
4811001,Wetaskiwin County No. 10,2001,Private Households by Structural Type,Movable dwelling,,420
4811001,Wetaskiwin County No. 10,2006,Private Households by Structural Type,Movable dwelling,,570
4811001,Wetaskiwin County No. 10,2011,Private Households by Structural Type,Movable dwelling,,460
4811001,Wetaskiwin County No. 10,2016,Private Households by Structural Type,Movable dwelling,,455
4811001,Wetaskiwin County No. 10,2021,Private Households by Structural Type,Movable dwelling,,395
4811002,Wetaskiwin,2001,Private Households by Structural Type,Movable dwelling,,120
4811002,Wetaskiwin,2006,Private Households by Structural Type,Movable dwelling,,155
4811002,Wetaskiwin,2011,Private Households by Structural Type,Movable dwelling,,160
4811002,Wetaskiwin,2016,Private Households by Structural Type,Movable dwelling,,160
4811002,Wetaskiwin,2021,Private Households by Structural Type,Movable dwelling,,165
4811003,Argentia Beach,2021,Private Households by Structural Type,Movable dwelling,,0
4817076,Northern Lights County,2001,Private Households by Structural Type,Movable dwelling,,175
4817076,Northern Lights County,2006,Private Households by Structural Type,Movable dwelling,,335
4817076,Northern Lights County,2011,Private Households by Structural Type,Movable dwelling,,155
4817076,Northern Lights County,2016,Private Households by Structural Type,Movable dwelling,,205
4817076,Northern Lights County,2021,Private Households by Structural Type,Movable dwelling,,195
4817078,Manning,2001,Private Households by Structural Type,Movable dwelling,,90
4817078,Manning,2006,Private Households by Structural Type,Movable dwelling,,110
4817078,Manning,2011,Private Households by Structural Type,Movable dwelling,,0
4817078,Manning,2016,Private Households by Structural Type,Movable dwelling,,65
4817078,Manning,2021,Private Households by Structural Type,Movable dwelling,,25
4817093,High Level,2001,Private Households by Structural Type,Movable dwelling,,285
4817093,High Level,2006,Private Households by Structural Type,Movable dwelling,,60
4817093,High Level,2011,Private Households by Structural Type,Movable dwelling,,300
4817093,High Level,2016,Private Households by Structural Type,Movable dwelling,,215
4817093,High Level,2021,Private Households by Structural Type,Movable dwelling,,345
4817817,Jean Baptiste Gambler 183,2006,Private Households by Structural Type,Movable dwelling,,25
4817817,Jean Baptiste Gambler 183,2011,Private Households by Structural Type,Movable dwelling,,35
4817817,Jean Baptiste Gambler 183,2016,Private Households by Structural Type,Movable dwelling,,30
4817817,Jean Baptiste Gambler 183,2021,Private Households by Structural Type,Movable dwelling,,20
4817818,Wabasca 166,2001,Private Households by Structural Type,Movable dwelling,,5
4817818,Wabasca 166,2006,Private Households by Structural Type,Movable dwelling,,10
4817818,Wabasca 166,2011,Private Households by Structural Type,Movable dwelling,,15
4817818,Wabasca 166,2016,Private Households by Structural Type,Movable dwelling,,20
4817818,Wabasca 166,2021,Private Households by Structural Type,Movable dwelling,,20
4817819,Wabasca 166A,2001,Private Households by Structural Type,Movable dwelling,,50
4817819,Wabasca 166A,2006,Private Households by Structural Type,Movable dwelling,,45
4817819,Wabasca 166A,2011,Private Households by Structural Type,Movable dwelling,,60
4817819,Wabasca 166A,2016,Private Households by Structural Type,Movable dwelling,,50
4817819,Wabasca 166A,2021,Private Households by Structural Type,Movable dwelling,,65
4817821,Wabasca 166B,2001,Private Households by Structural Type,Movable dwelling,,0
4817821,Wabasca 166B,2006,Private Households by Structural Type,Movable dwelling,,0
4817821,Wabasca 166B,2011,Private Households by Structural Type,Movable dwelling,,10
4817821,Wabasca 166B,2016,Private Households by Structural Type,Movable dwelling,,10
4817821,Wabasca 166B,2021,Private Households by Structural Type,Movable dwelling,,10
4817822,Wabasca 166C,2001,Private Households by Structural Type,Movable dwelling,,20
4817822,Wabasca 166C,2006,Private Households by Structural Type,Movable dwelling,,20
4817822,Wabasca 166C,2011,Private Households by Structural Type,Movable dwelling,,20
4817822,Wabasca 166C,2016,Private Households by Structural Type,Movable dwelling,,15
4817822,Wabasca 166C,2021,Private Households by Structural Type,Movable dwelling,,20
4817823,Wabasca 166D,2001,Private Households by Structural Type,Movable dwelling,,100
4817823,Wabasca 166D,2006,Private Households by Structural Type,Movable dwelling,,110
4817823,Wabasca 166D,2011,Private Households by Structural Type,Movable dwelling,,125
4817823,Wabasca 166D,2016,Private Households by Structural Type,Movable dwelling,,140
4817823,Wabasca 166D,2021,Private Households by Structural Type,Movable dwelling,,135
4813061,Whispering Hills,2001,Private Households by Structural Type,Movable dwelling,,5
4813061,Whispering Hills,2006,Private Households by Structural Type,Movable dwelling,,10
4813061,Whispering Hills,2011,Private Households by Structural Type,Movable dwelling,,5
4813061,Whispering Hills,2016,Private Households by Structural Type,Movable dwelling,,5
4813061,Whispering Hills,2021,Private Households by Structural Type,Movable dwelling,,0
4813036,Thorhild County,2001,Private Households by Structural Type,Movable dwelling,,155
4813036,Thorhild County,2006,Private Households by Structural Type,Movable dwelling,,180
4813036,Thorhild County,2011,Private Households by Structural Type,Movable dwelling,,145
4813036,Thorhild County,2016,Private Households by Structural Type,Movable dwelling,,165
4813036,Thorhild County,2021,Private Households by Structural Type,Movable dwelling,,180
4813044,Athabasca County,2001,Private Households by Structural Type,Movable dwelling,,390
4813044,Athabasca County,2006,Private Households by Structural Type,Movable dwelling,,400
4813044,Athabasca County,2011,Private Households by Structural Type,Movable dwelling,,510
4813044,Athabasca County,2016,Private Households by Structural Type,Movable dwelling,,480
4813044,Athabasca County,2021,Private Households by Structural Type,Movable dwelling,,305
4813045,Mewatha Beach,2001,Private Households by Structural Type,Movable dwelling,,0
4813045,Mewatha Beach,2006,Private Households by Structural Type,Movable dwelling,,0
4813045,Mewatha Beach,2011,Private Households by Structural Type,Movable dwelling,,5
4813045,Mewatha Beach,2016,Private Households by Structural Type,Movable dwelling,,5
4813045,Mewatha Beach,2021,Private Households by Structural Type,Movable dwelling,,0
4813046,Boyle,2001,Private Households by Structural Type,Movable dwelling,,60
4813046,Boyle,2006,Private Households by Structural Type,Movable dwelling,,60
4813046,Boyle,2011,Private Households by Structural Type,Movable dwelling,,75
4813046,Boyle,2016,Private Households by Structural Type,Movable dwelling,,75
4813046,Boyle,2021,Private Households by Structural Type,Movable dwelling,,75
4813047,Sunset Beach,2001,Private Households by Structural Type,Movable dwelling,,0
4813047,Sunset Beach,2006,Private Households by Structural Type,Movable dwelling,,0
4813047,Sunset Beach,2011,Private Households by Structural Type,Movable dwelling,,0
4813047,Sunset Beach,2016,Private Households by Structural Type,Movable dwelling,,0
4813047,Sunset Beach,2021,Private Households by Structural Type,Movable dwelling,,0
4813048,Athabasca,2001,Private Households by Structural Type,Movable dwelling,,30
4813048,Athabasca,2006,Private Households by Structural Type,Movable dwelling,,25
4813048,Athabasca,2011,Private Households by Structural Type,Movable dwelling,,110
4813048,Athabasca,2016,Private Households by Structural Type,Movable dwelling,,110
4813048,Athabasca,2021,Private Households by Structural Type,Movable dwelling,,20
4813049,Island Lake,2001,Private Households by Structural Type,Movable dwelling,,0
4813049,Island Lake,2011,Private Households by Structural Type,Movable dwelling,,5
4813049,Island Lake,2016,Private Households by Structural Type,Movable dwelling,,5
4813049,Island Lake,2021,Private Households by Structural Type,Movable dwelling,,0
4813051,Island Lake South,2001,Private Households by Structural Type,Movable dwelling,,0
4813051,Island Lake South,2011,Private Households by Structural Type,Movable dwelling,,0
4813051,Island Lake South,2016,Private Households by Structural Type,Movable dwelling,,5
4813051,Island Lake South,2021,Private Households by Structural Type,Movable dwelling,,0
4813053,Bondiss,2001,Private Households by Structural Type,Movable dwelling,,0
4813053,Bondiss,2006,Private Households by Structural Type,Movable dwelling,,0
4813053,Bondiss,2011,Private Households by Structural Type,Movable dwelling,,10
4813053,Bondiss,2016,Private Households by Structural Type,Movable dwelling,,10
4813053,Bondiss,2021,Private Households by Structural Type,Movable dwelling,,0
4813055,South Baptiste,2001,Private Households by Structural Type,Movable dwelling,,0
4813055,South Baptiste,2006,Private Households by Structural Type,Movable dwelling,,0
4813055,South Baptiste,2011,Private Households by Structural Type,Movable dwelling,,5
4813055,South Baptiste,2016,Private Households by Structural Type,Movable dwelling,,0
4813055,South Baptiste,2021,Private Households by Structural Type,Movable dwelling,,0
4813057,West Baptiste,2001,Private Households by Structural Type,Movable dwelling,,0
4813057,West Baptiste,2011,Private Households by Structural Type,Movable dwelling,,0
4813057,West Baptiste,2021,Private Households by Structural Type,Movable dwelling,,0
4817033,Lesser Slave River No.124,2001,Private Households by Structural Type,Movable dwelling,,105
4817033,Lesser Slave River No.124,2006,Private Households by Structural Type,Movable dwelling,,205
4817033,Lesser Slave River No.124,2011,Private Households by Structural Type,Movable dwelling,,265
4817033,Lesser Slave River No.124,2016,Private Households by Structural Type,Movable dwelling,,185
4817033,Lesser Slave River No.124,2021,Private Households by Structural Type,Movable dwelling,,245
4817039,Nampa,2001,Private Households by Structural Type,Movable dwelling,,50
4817039,Nampa,2006,Private Households by Structural Type,Movable dwelling,,55
4817039,Nampa,2011,Private Households by Structural Type,Movable dwelling,,25
4817039,Nampa,2016,Private Households by Structural Type,Movable dwelling,,60
4817039,Nampa,2021,Private Households by Structural Type,Movable dwelling,,65
4819009,Beaverlodge,2001,Private Households by Structural Type,Movable dwelling,,10
4819009,Beaverlodge,2006,Private Households by Structural Type,Movable dwelling,,155
4819009,Beaverlodge,2011,Private Households by Structural Type,Movable dwelling,,140
4819009,Beaverlodge,2016,Private Households by Structural Type,Movable dwelling,,150
4819009,Beaverlodge,2021,Private Households by Structural Type,Movable dwelling,,50
4810052,Two Hills,2001,Private Households by Structural Type,Movable dwelling,,5
4810052,Two Hills,2006,Private Households by Structural Type,Movable dwelling,,10
4810052,Two Hills,2011,Private Households by Structural Type,Movable dwelling,,15
4810052,Two Hills,2016,Private Households by Structural Type,Movable dwelling,,15
4810052,Two Hills,2021,Private Households by Structural Type,Movable dwelling,,0
4810056,Willingdon,2001,Private Households by Structural Type,Movable dwelling,,10
4810056,Willingdon,2006,Private Households by Structural Type,Movable dwelling,,0
4810056,Willingdon,2011,Private Households by Structural Type,Movable dwelling,,0
4810056,Willingdon,2016,Private Households by Structural Type,Movable dwelling,,15
4810058,Lamont County,2001,Private Households by Structural Type,Movable dwelling,,90
4810058,Lamont County,2006,Private Households by Structural Type,Movable dwelling,,175
4810058,Lamont County,2011,Private Households by Structural Type,Movable dwelling,,135
4810058,Lamont County,2016,Private Households by Structural Type,Movable dwelling,,145
4810058,Lamont County,2021,Private Households by Structural Type,Movable dwelling,,130
4810046,Dewberry,2001,Private Households by Structural Type,Movable dwelling,,5
4810046,Dewberry,2006,Private Households by Structural Type,Movable dwelling,,20
4810046,Dewberry,2011,Private Households by Structural Type,Movable dwelling,,25
4810046,Dewberry,2016,Private Households by Structural Type,Movable dwelling,,20
4810048,Two Hills County No. 21,2001,Private Households by Structural Type,Movable dwelling,,60
4810048,Two Hills County No. 21,2006,Private Households by Structural Type,Movable dwelling,,85
4810048,Two Hills County No. 21,2011,Private Households by Structural Type,Movable dwelling,,100
4810048,Two Hills County No. 21,2016,Private Households by Structural Type,Movable dwelling,,65
4810048,Two Hills County No. 21,2021,Private Households by Structural Type,Movable dwelling,,65
4810051,Myrnam,2001,Private Households by Structural Type,Movable dwelling,,0
4810051,Myrnam,2006,Private Households by Structural Type,Movable dwelling,,0
4810051,Myrnam,2011,Private Households by Structural Type,Movable dwelling,,0
4810051,Myrnam,2016,Private Households by Structural Type,Movable dwelling,,0
4810051,Myrnam,2021,Private Households by Structural Type,Movable dwelling,,0
4810059,Andrew,2001,Private Households by Structural Type,Movable dwelling,,5
4810059,Andrew,2006,Private Households by Structural Type,Movable dwelling,,10
4810059,Andrew,2011,Private Households by Structural Type,Movable dwelling,,5
4810059,Andrew,2016,Private Households by Structural Type,Movable dwelling,,5
4810059,Andrew,2021,Private Households by Structural Type,Movable dwelling,,0
4810061,Mundare,2001,Private Households by Structural Type,Movable dwelling,,0
4810061,Mundare,2006,Private Households by Structural Type,Movable dwelling,,0
4810061,Mundare,2011,Private Households by Structural Type,Movable dwelling,,5
4810061,Mundare,2016,Private Households by Structural Type,Movable dwelling,,5
4810061,Mundare,2021,Private Households by Structural Type,Movable dwelling,,0
4810062,Chipman,2001,Private Households by Structural Type,Movable dwelling,,5
4810062,Chipman,2006,Private Households by Structural Type,Movable dwelling,,10
4810062,Chipman,2011,Private Households by Structural Type,Movable dwelling,,30
4810062,Chipman,2016,Private Households by Structural Type,Movable dwelling,,20
4810062,Chipman,2021,Private Households by Structural Type,Movable dwelling,,25
4817824,Utikoomak Lake 155,2001,Private Households by Structural Type,Movable dwelling,,95
4817824,Utikoomak Lake 155,2006,Private Households by Structural Type,Movable dwelling,,0
4817824,Utikoomak Lake 155,2011,Private Households by Structural Type,Movable dwelling,,40
4817824,Utikoomak Lake 155,2016,Private Households by Structural Type,Movable dwelling,,70
4817824,Utikoomak Lake 155,2021,Private Households by Structural Type,Movable dwelling,,75
4817825,Clear Hills 152C,2021,Private Households by Structural Type,Movable dwelling,,0
4817827,Utikoomak Lake 155A,2001,Private Households by Structural Type,Movable dwelling,,5
4817827,Utikoomak Lake 155A,2006,Private Households by Structural Type,Movable dwelling,,0
4817827,Utikoomak Lake 155A,2011,Private Households by Structural Type,Movable dwelling,,15
4817827,Utikoomak Lake 155A,2016,Private Households by Structural Type,Movable dwelling,,10
4817827,Utikoomak Lake 155A,2021,Private Households by Structural Type,Movable dwelling,,15
4817828,Drift Pile River 150,2001,Private Households by Structural Type,Movable dwelling,,65
4817828,Drift Pile River 150,2006,Private Households by Structural Type,Movable dwelling,,80
4817828,Drift Pile River 150,2011,Private Households by Structural Type,Movable dwelling,,90
4817828,Drift Pile River 150,2016,Private Households by Structural Type,Movable dwelling,,85
4817828,Drift Pile River 150,2021,Private Households by Structural Type,Movable dwelling,,70
4810031,Innisfree,2001,Private Households by Structural Type,Movable dwelling,,5
4810031,Innisfree,2006,Private Households by Structural Type,Movable dwelling,,10
4810031,Innisfree,2011,Private Households by Structural Type,Movable dwelling,,5
4810031,Innisfree,2016,Private Households by Structural Type,Movable dwelling,,5
4810031,Innisfree,2021,Private Households by Structural Type,Movable dwelling,,0
4811004,Grandview,2001,Private Households by Structural Type,Movable dwelling,,0
4811004,Grandview,2006,Private Households by Structural Type,Movable dwelling,,0
4811004,Grandview,2011,Private Households by Structural Type,Movable dwelling,,0
4811004,Grandview,2016,Private Households by Structural Type,Movable dwelling,,0
4811004,Grandview,2021,Private Households by Structural Type,Movable dwelling,,0
4811005,Poplar Bay,2001,Private Households by Structural Type,Movable dwelling,,0
4811005,Poplar Bay,2006,Private Households by Structural Type,Movable dwelling,,0
4811005,Poplar Bay,2011,Private Households by Structural Type,Movable dwelling,,0
4811005,Poplar Bay,2016,Private Households by Structural Type,Movable dwelling,,0
4811005,Poplar Bay,2021,Private Households by Structural Type,Movable dwelling,,0
4811006,Crystal Springs,2001,Private Households by Structural Type,Movable dwelling,,0
4811006,Crystal Springs,2016,Private Households by Structural Type,Movable dwelling,,0
4811006,Crystal Springs,2021,Private Households by Structural Type,Movable dwelling,,0
4811007,Norris Beach,2011,Private Households by Structural Type,Movable dwelling,,0
4811007,Norris Beach,2021,Private Households by Structural Type,Movable dwelling,,0
4810042,Vermilion,2001,Private Households by Structural Type,Movable dwelling,,70
4810042,Vermilion,2006,Private Households by Structural Type,Movable dwelling,,25
4810042,Vermilion,2011,Private Households by Structural Type,Movable dwelling,,5
4810042,Vermilion,2016,Private Households by Structural Type,Movable dwelling,,70
4810042,Vermilion,2021,Private Households by Structural Type,Movable dwelling,,70
4812811,Kehewin 123,2006,Private Households by Structural Type,Movable dwelling,,25
4812811,Kehewin 123,2011,Private Households by Structural Type,Movable dwelling,,45
4812811,Kehewin 123,2016,Private Households by Structural Type,Movable dwelling,,40
4812811,Kehewin 123,2021,Private Households by Structural Type,Movable dwelling,,40
4812813,Cold Lake 149A,2006,Private Households by Structural Type,Movable dwelling,,0
4812813,Cold Lake 149A,2011,Private Households by Structural Type,Movable dwelling,,0
4812813,Cold Lake 149A,2016,Private Households by Structural Type,Movable dwelling,,0
4812813,Cold Lake 149A,2021,Private Households by Structural Type,Movable dwelling,,0
4813811,Alexis 133,2001,Private Households by Structural Type,Movable dwelling,,15
4813811,Alexis 133,2006,Private Households by Structural Type,Movable dwelling,,20
4813811,Alexis 133,2011,Private Households by Structural Type,Movable dwelling,,35
4813811,Alexis 133,2016,Private Households by Structural Type,Movable dwelling,,30
4813811,Alexis 133,2021,Private Households by Structural Type,Movable dwelling,,25
4814003,Yellowhead County,2001,Private Households by Structural Type,Movable dwelling,,785
4814003,Yellowhead County,2006,Private Households by Structural Type,Movable dwelling,,700
4814003,Yellowhead County,2011,Private Households by Structural Type,Movable dwelling,,705
4814003,Yellowhead County,2016,Private Households by Structural Type,Movable dwelling,,815
4814003,Yellowhead County,2021,Private Households by Structural Type,Movable dwelling,,780
4814019,Hinton,2001,Private Households by Structural Type,Movable dwelling,,280
4814019,Hinton,2006,Private Households by Structural Type,Movable dwelling,,880
4814019,Hinton,2011,Private Households by Structural Type,Movable dwelling,,915
4814019,Hinton,2016,Private Households by Structural Type,Movable dwelling,,590
4814019,Hinton,2021,Private Households by Structural Type,Movable dwelling,,565
4814024,Edson,2001,Private Households by Structural Type,Movable dwelling,,390
4814024,Edson,2006,Private Households by Structural Type,Movable dwelling,,420
4814024,Edson,2011,Private Households by Structural Type,Movable dwelling,,425
4814024,Edson,2016,Private Households by Structural Type,Movable dwelling,,495
4814024,Edson,2021,Private Households by Structural Type,Movable dwelling,,475
4811064,Gibbons,2001,Private Households by Structural Type,Movable dwelling,,55
4811064,Gibbons,2006,Private Households by Structural Type,Movable dwelling,,65
4811064,Gibbons,2011,Private Households by Structural Type,Movable dwelling,,50
4811064,Gibbons,2016,Private Households by Structural Type,Movable dwelling,,40
4811064,Gibbons,2021,Private Households by Structural Type,Movable dwelling,,55
4811065,Redwater,2001,Private Households by Structural Type,Movable dwelling,,50
4811065,Redwater,2006,Private Households by Structural Type,Movable dwelling,,45
4811065,Redwater,2011,Private Households by Structural Type,Movable dwelling,,30
4811065,Redwater,2016,Private Households by Structural Type,Movable dwelling,,55
4811065,Redwater,2021,Private Households by Structural Type,Movable dwelling,,60
4807044,Sedgewick,2001,Private Households by Structural Type,Row house,,5
4807044,Sedgewick,2006,Private Households by Structural Type,Row house,,0
4807044,Sedgewick,2011,Private Households by Structural Type,Row house,,0
4807044,Sedgewick,2016,Private Households by Structural Type,Row house,,5
4807044,Sedgewick,2021,Private Households by Structural Type,Row house,,0
4807046,Lougheed,2001,Private Households by Structural Type,Row house,,5
4807046,Lougheed,2006,Private Households by Structural Type,Row house,,0
4807046,Lougheed,2011,Private Households by Structural Type,Row house,,5
4807046,Lougheed,2016,Private Households by Structural Type,Row house,,0
4807046,Lougheed,2021,Private Households by Structural Type,Row house,,0
4808011,Red Deer,2001,Private Households by Structural Type,Row house,,2800
4808011,Red Deer,2006,Private Households by Structural Type,Row house,,3255
4808011,Red Deer,2011,Private Households by Structural Type,Row house,,3530
4808011,Red Deer,2016,Private Households by Structural Type,Row house,,4025
4808011,Red Deer,2021,Private Households by Structural Type,Row house,,4130
4805018,Strathmore,2001,Private Households by Structural Type,Row house,,225
4805018,Strathmore,2006,Private Households by Structural Type,Row house,,280
4805018,Strathmore,2011,Private Households by Structural Type,Row house,,365
4805018,Strathmore,2016,Private Households by Structural Type,Row house,,540
4805018,Strathmore,2021,Private Households by Structural Type,Row house,,550
4805019,Hussar,2001,Private Households by Structural Type,Row house,,0
4805019,Hussar,2006,Private Households by Structural Type,Row house,,0
4805019,Hussar,2011,Private Households by Structural Type,Row house,,0
4805019,Hussar,2016,Private Households by Structural Type,Row house,,0
4805019,Hussar,2021,Private Households by Structural Type,Row house,,0
4805021,Standard,2001,Private Households by Structural Type,Row house,,0
4805021,Standard,2006,Private Households by Structural Type,Row house,,0
4805021,Standard,2011,Private Households by Structural Type,Row house,,0
4805021,Standard,2016,Private Households by Structural Type,Row house,,0
4805021,Standard,2021,Private Households by Structural Type,Row house,,0
4805022,Rockyford,2001,Private Households by Structural Type,Row house,,0
4805022,Rockyford,2006,Private Households by Structural Type,Row house,,0
4805022,Rockyford,2011,Private Households by Structural Type,Row house,,0
4805022,Rockyford,2016,Private Households by Structural Type,Row house,,0
4805022,Rockyford,2021,Private Households by Structural Type,Row house,,0
4805026,Drumheller,2001,Private Households by Structural Type,Row house,,50
4805026,Drumheller,2006,Private Households by Structural Type,Row house,,25
4805026,Drumheller,2011,Private Households by Structural Type,Row house,,30
4805026,Drumheller,2016,Private Households by Structural Type,Row house,,70
4805026,Drumheller,2021,Private Households by Structural Type,Row house,,50
4805031,Starland County,2001,Private Households by Structural Type,Row house,,0
4805031,Starland County,2006,Private Households by Structural Type,Row house,,40
4805031,Starland County,2011,Private Households by Structural Type,Row house,,0
4805031,Starland County,2016,Private Households by Structural Type,Row house,,0
4805031,Starland County,2021,Private Households by Structural Type,Row house,,0
4805034,Delia,2001,Private Households by Structural Type,Row house,,5
4805034,Delia,2006,Private Households by Structural Type,Row house,,0
4805034,Delia,2011,Private Households by Structural Type,Row house,,0
4805034,Delia,2016,Private Households by Structural Type,Row house,,0
4805034,Delia,2021,Private Households by Structural Type,Row house,,0
4805036,Munson,2001,Private Households by Structural Type,Row house,,0
4805036,Munson,2006,Private Households by Structural Type,Row house,,0
4805036,Munson,2011,Private Households by Structural Type,Row house,,0
4805036,Munson,2016,Private Households by Structural Type,Row house,,0
4805036,Munson,2021,Private Households by Structural Type,Row house,,0
4805038,Morrin,2001,Private Households by Structural Type,Row house,,0
4805038,Morrin,2006,Private Households by Structural Type,Row house,,15
4805038,Morrin,2011,Private Households by Structural Type,Row house,,5
4805038,Morrin,2016,Private Households by Structural Type,Row house,,0
4805038,Morrin,2021,Private Households by Structural Type,Row house,,0
4805041,Kneehill County,2001,Private Households by Structural Type,Row house,,0
4805041,Kneehill County,2006,Private Households by Structural Type,Row house,,0
4805041,Kneehill County,2011,Private Households by Structural Type,Row house,,15
4805041,Kneehill County,2016,Private Households by Structural Type,Row house,,0
4805041,Kneehill County,2021,Private Households by Structural Type,Row house,,0
4805042,Carbon,2001,Private Households by Structural Type,Row house,,15
4805042,Carbon,2006,Private Households by Structural Type,Row house,,0
4805042,Carbon,2011,Private Households by Structural Type,Row house,,15
4805042,Carbon,2016,Private Households by Structural Type,Row house,,5
4805042,Carbon,2021,Private Households by Structural Type,Row house,,25
4808012,Sylvan Lake,2001,Private Households by Structural Type,Row house,,170
4808012,Sylvan Lake,2006,Private Households by Structural Type,Row house,,240
4808012,Sylvan Lake,2011,Private Households by Structural Type,Row house,,345
4808012,Sylvan Lake,2016,Private Households by Structural Type,Row house,,650
4808012,Sylvan Lake,2021,Private Households by Structural Type,Row house,,810
4808013,Norglenwold,2001,Private Households by Structural Type,Row house,,0
4808013,Norglenwold,2006,Private Households by Structural Type,Row house,,0
4808013,Norglenwold,2011,Private Households by Structural Type,Row house,,0
4808013,Norglenwold,2016,Private Households by Structural Type,Row house,,0
4808013,Norglenwold,2021,Private Households by Structural Type,Row house,,0
4801009,Foremost,2001,Private Households by Structural Type,Row house,,0
4801009,Foremost,2006,Private Households by Structural Type,Row house,,10
4801009,Foremost,2011,Private Households by Structural Type,Row house,,5
4801009,Foremost,2016,Private Households by Structural Type,Row house,,5
4801009,Foremost,2021,Private Households by Structural Type,Row house,,0
4801014,Bow Island,2001,Private Households by Structural Type,Row house,,5
4801014,Bow Island,2006,Private Households by Structural Type,Row house,,0
4801014,Bow Island,2011,Private Households by Structural Type,Row house,,15
4801014,Bow Island,2016,Private Households by Structural Type,Row house,,20
4801014,Bow Island,2021,Private Households by Structural Type,Row house,,15
4801018,Redcliff,2001,Private Households by Structural Type,Row house,,70
4801018,Redcliff,2006,Private Households by Structural Type,Row house,,110
4801018,Redcliff,2011,Private Households by Structural Type,Row house,,165
4801018,Redcliff,2016,Private Households by Structural Type,Row house,,85
4801018,Redcliff,2021,Private Households by Structural Type,Row house,,30
4802001,Warner County No. 5,2001,Private Households by Structural Type,Row house,,5
4802001,Warner County No. 5,2006,Private Households by Structural Type,Row house,,0
4802001,Warner County No. 5,2011,Private Households by Structural Type,Row house,,0
4802001,Warner County No. 5,2016,Private Households by Structural Type,Row house,,5
4802001,Warner County No. 5,2021,Private Households by Structural Type,Row house,,0
4802002,Coutts,2001,Private Households by Structural Type,Row house,,0
4802002,Coutts,2006,Private Households by Structural Type,Row house,,0
4802002,Coutts,2011,Private Households by Structural Type,Row house,,5
4802002,Coutts,2016,Private Households by Structural Type,Row house,,0
4802002,Coutts,2021,Private Households by Structural Type,Row house,,0
4802004,Milk River,2001,Private Households by Structural Type,Row house,,15
4802004,Milk River,2006,Private Households by Structural Type,Row house,,10
4802004,Milk River,2011,Private Households by Structural Type,Row house,,20
4802004,Milk River,2016,Private Households by Structural Type,Row house,,20
4802004,Milk River,2021,Private Households by Structural Type,Row house,,30
4802006,Warner,2001,Private Households by Structural Type,Row house,,0
4802006,Warner,2006,Private Households by Structural Type,Row house,,0
4802006,Warner,2011,Private Households by Structural Type,Row house,,0
4802006,Warner,2016,Private Households by Structural Type,Row house,,5
4802006,Warner,2021,Private Households by Structural Type,Row house,,0
4807048,Hardisty,2001,Private Households by Structural Type,Row house,,0
4807048,Hardisty,2006,Private Households by Structural Type,Row house,,0
4807048,Hardisty,2011,Private Households by Structural Type,Row house,,0
4807048,Hardisty,2016,Private Households by Structural Type,Row house,,0
4807048,Hardisty,2021,Private Households by Structural Type,Row house,,0
4807049,Wainwright No. 61,2001,Private Households by Structural Type,Row house,,105
4807049,Wainwright No. 61,2006,Private Households by Structural Type,Row house,,110
4807049,Wainwright No. 61,2011,Private Households by Structural Type,Row house,,0
4807049,Wainwright No. 61,2016,Private Households by Structural Type,Row house,,80
4807049,Wainwright No. 61,2021,Private Households by Structural Type,Row house,,85
4807051,Chauvin,2001,Private Households by Structural Type,Row house,,5
4807051,Chauvin,2006,Private Households by Structural Type,Row house,,0
4807051,Chauvin,2011,Private Households by Structural Type,Row house,,5
4807051,Chauvin,2016,Private Households by Structural Type,Row house,,5
4807051,Chauvin,2021,Private Households by Structural Type,Row house,,0
