CSDUID,CSD,Period,IndicatorSummaryDescription,UnitOfMeasure,OriginalValue
4802002,Coutts,2008,Dwelling Units,,140
4802002,Coutts,2009,Dwelling Units,,140
4802002,Coutts,2010,Dwelling Units,,140
4802002,Coutts,2011,Dwelling Units,,140
4802002,Coutts,2012,Dwelling Units,,140
4802002,Coutts,2013,Dwelling Units,,140
4802002,Coutts,2014,Dwelling Units,,140
4802002,Coutts,2015,Dwelling Units,,140
4802002,Coutts,2016,Dwelling Units,,140
4802002,Coutts,2017,Dwelling Units,,140
4802002,Coutts,2018,Dwelling Units,,140
4802002,Coutts,2019,Dwelling Units,,140
4802002,Coutts,2020,Dwelling Units,,140
4802002,Coutts,2021,Dwelling Units,,140
4802002,Coutts,2022,Dwelling Units,,140
4802002,Coutts,2023,Dwelling Units,,140
4802004,Milk River,2023,Dwelling Units,,422
4802004,Milk River,1994,Dwelling Units,,382
4802004,Milk River,1995,Dwelling Units,,382
4802004,Milk River,1996,Dwelling Units,,384
4802004,Milk River,1997,Dwelling Units,,405
4802004,Milk River,1998,Dwelling Units,,405
4802004,Milk River,1999,Dwelling Units,,405
4802004,Milk River,2000,Dwelling Units,,405
4802004,Milk River,2001,Dwelling Units,,405
4802004,Milk River,2002,Dwelling Units,,405
4802004,Milk River,2003,Dwelling Units,,406
4802004,Milk River,2004,Dwelling Units,,406
4802004,Milk River,2005,Dwelling Units,,406
4802004,Milk River,2006,Dwelling Units,,417
4802004,Milk River,2007,Dwelling Units,,419
4802004,Milk River,2008,Dwelling Units,,420
4802004,Milk River,2009,Dwelling Units,,420
4802004,Milk River,2010,Dwelling Units,,420
4802004,Milk River,2011,Dwelling Units,,420
4802004,Milk River,2012,Dwelling Units,,420
4802004,Milk River,2013,Dwelling Units,,420
4802004,Milk River,2014,Dwelling Units,,420
4802004,Milk River,2015,Dwelling Units,,422
4802004,Milk River,2016,Dwelling Units,,420
4802004,Milk River,2017,Dwelling Units,,420
4802004,Milk River,2018,Dwelling Units,,422
4802004,Milk River,2019,Dwelling Units,,422
4802004,Milk River,2020,Dwelling Units,,422
4802004,Milk River,2021,Dwelling Units,,422
4802004,Milk River,2022,Dwelling Units,,422
4807048,Hardisty,1994,Dwelling Units,,293
4807048,Hardisty,1995,Dwelling Units,,293
4807048,Hardisty,1996,Dwelling Units,,366
4807048,Hardisty,1997,Dwelling Units,,373
4807048,Hardisty,1998,Dwelling Units,,373
4807048,Hardisty,1999,Dwelling Units,,376
4807048,Hardisty,2000,Dwelling Units,,376
4807048,Hardisty,2001,Dwelling Units,,376
4807048,Hardisty,2002,Dwelling Units,,375
4807048,Hardisty,2003,Dwelling Units,,378
4807048,Hardisty,2004,Dwelling Units,,378
4807048,Hardisty,2005,Dwelling Units,,381
4807048,Hardisty,2006,Dwelling Units,,385
4807048,Hardisty,2007,Dwelling Units,,390
4807048,Hardisty,2008,Dwelling Units,,378
4807048,Hardisty,2009,Dwelling Units,,380
4807048,Hardisty,2010,Dwelling Units,,378
4807048,Hardisty,2011,Dwelling Units,,375
4807048,Hardisty,2012,Dwelling Units,,377
4807048,Hardisty,2013,Dwelling Units,,377
4807048,Hardisty,2014,Dwelling Units,,378
4807048,Hardisty,2015,Dwelling Units,,382
4807048,Hardisty,2016,Dwelling Units,,393
4807048,Hardisty,2017,Dwelling Units,,393
4807048,Hardisty,2018,Dwelling Units,,393
4807048,Hardisty,2019,Dwelling Units,,393
4807048,Hardisty,2020,Dwelling Units,,393
4807048,Hardisty,2021,Dwelling Units,,393
4807048,Hardisty,2022,Dwelling Units,,393
4807048,Hardisty,2023,Dwelling Units,,393
4807049,Wainwright No. 61,2023,Dwelling Units,,1939
4807049,Wainwright No. 61,1994,Dwelling Units,,1163
4807049,Wainwright No. 61,1995,Dwelling Units,,1163
4807049,Wainwright No. 61,1996,Dwelling Units,,1190
4807049,Wainwright No. 61,1997,Dwelling Units,,1328
4807049,Wainwright No. 61,1998,Dwelling Units,,1265
4807049,Wainwright No. 61,1999,Dwelling Units,,1298
4807049,Wainwright No. 61,2000,Dwelling Units,,1321
4807049,Wainwright No. 61,2001,Dwelling Units,,1347
4807049,Wainwright No. 61,2002,Dwelling Units,,1280
4807049,Wainwright No. 61,2003,Dwelling Units,,1327
4807049,Wainwright No. 61,2004,Dwelling Units,,1355
4807049,Wainwright No. 61,2005,Dwelling Units,,1397
4807049,Wainwright No. 61,2006,Dwelling Units,,1447
4807049,Wainwright No. 61,2007,Dwelling Units,,1502
4807049,Wainwright No. 61,2008,Dwelling Units,,1561
4807049,Wainwright No. 61,2009,Dwelling Units,,1594
4807049,Wainwright No. 61,2010,Dwelling Units,,1645
4807049,Wainwright No. 61,2011,Dwelling Units,,1689
4807049,Wainwright No. 61,2012,Dwelling Units,,1719
4807049,Wainwright No. 61,2013,Dwelling Units,,1797
4807049,Wainwright No. 61,2014,Dwelling Units,,1821
4807049,Wainwright No. 61,2015,Dwelling Units,,1842
4807049,Wainwright No. 61,2016,Dwelling Units,,1866
4807049,Wainwright No. 61,2017,Dwelling Units,,1890
4807049,Wainwright No. 61,2018,Dwelling Units,,1918
4807049,Wainwright No. 61,2019,Dwelling Units,,1918
4807049,Wainwright No. 61,2020,Dwelling Units,,1918
4807049,Wainwright No. 61,2021,Dwelling Units,,1939
4807049,Wainwright No. 61,2022,Dwelling Units,,1939
4807051,Chauvin,1994,Dwelling Units,,156
4807051,Chauvin,1995,Dwelling Units,,156
4807051,Chauvin,1996,Dwelling Units,,160
4807051,Chauvin,1997,Dwelling Units,,163
4807051,Chauvin,1998,Dwelling Units,,163
4807051,Chauvin,1999,Dwelling Units,,163
4807051,Chauvin,2000,Dwelling Units,,156
4807051,Chauvin,2001,Dwelling Units,,155
4807051,Chauvin,2002,Dwelling Units,,156
4807051,Chauvin,2003,Dwelling Units,,156
4807051,Chauvin,2004,Dwelling Units,,156
4807051,Chauvin,2005,Dwelling Units,,157
4807051,Chauvin,2006,Dwelling Units,,157
4807051,Chauvin,2007,Dwelling Units,,157
4807051,Chauvin,2008,Dwelling Units,,158
4807051,Chauvin,2009,Dwelling Units,,159
4807051,Chauvin,2010,Dwelling Units,,162
4807051,Chauvin,2011,Dwelling Units,,162
4807051,Chauvin,2012,Dwelling Units,,162
4807051,Chauvin,2013,Dwelling Units,,162
4807051,Chauvin,2014,Dwelling Units,,162
4807051,Chauvin,2015,Dwelling Units,,162
4807051,Chauvin,2016,Dwelling Units,,162
4807051,Chauvin,2017,Dwelling Units,,162
4807051,Chauvin,2018,Dwelling Units,,162
4807051,Chauvin,2019,Dwelling Units,,162
4807051,Chauvin,2020,Dwelling Units,,162
4807051,Chauvin,2021,Dwelling Units,,162
4807051,Chauvin,2022,Dwelling Units,,162
4807051,Chauvin,2023,Dwelling Units,,162
4807052,Edgerton,2023,Dwelling Units,,182
4807052,Edgerton,1994,Dwelling Units,,163
4807052,Edgerton,1995,Dwelling Units,,163
4807052,Edgerton,1996,Dwelling Units,,170
4807052,Edgerton,1997,Dwelling Units,,170
4807052,Edgerton,1998,Dwelling Units,,171
4807052,Edgerton,1999,Dwelling Units,,174
4807052,Edgerton,2000,Dwelling Units,,177
4807052,Edgerton,2001,Dwelling Units,,174
4807052,Edgerton,2002,Dwelling Units,,176
4807052,Edgerton,2003,Dwelling Units,,178
4807052,Edgerton,2004,Dwelling Units,,181
4807052,Edgerton,2005,Dwelling Units,,184
4807052,Edgerton,2006,Dwelling Units,,171
4807052,Edgerton,2007,Dwelling Units,,175
4807052,Edgerton,2008,Dwelling Units,,180
4807052,Edgerton,2009,Dwelling Units,,180
4807052,Edgerton,2010,Dwelling Units,,180
4807052,Edgerton,2011,Dwelling Units,,180
4807052,Edgerton,2012,Dwelling Units,,180
4807052,Edgerton,2013,Dwelling Units,,180
4807052,Edgerton,2014,Dwelling Units,,180
4807052,Edgerton,2015,Dwelling Units,,180
4807052,Edgerton,2016,Dwelling Units,,180
4807052,Edgerton,2017,Dwelling Units,,180
4807052,Edgerton,2018,Dwelling Units,,180
4807052,Edgerton,2019,Dwelling Units,,180
4807052,Edgerton,2020,Dwelling Units,,182
4807052,Edgerton,2021,Dwelling Units,,182
4807052,Edgerton,2022,Dwelling Units,,182
4807056,Irma,1994,Dwelling Units,,181
4807056,Irma,1995,Dwelling Units,,181
4807056,Irma,1996,Dwelling Units,,189
4807056,Irma,1997,Dwelling Units,,204
4807056,Irma,1998,Dwelling Units,,206
4807056,Irma,1999,Dwelling Units,,210
4807056,Irma,2000,Dwelling Units,,209
4807056,Irma,2001,Dwelling Units,,205
4807056,Irma,2002,Dwelling Units,,205
4807056,Irma,2003,Dwelling Units,,207
4807056,Irma,2004,Dwelling Units,,208
4807056,Irma,2005,Dwelling Units,,208
4807056,Irma,2006,Dwelling Units,,208
4807056,Irma,2007,Dwelling Units,,212
4807056,Irma,2008,Dwelling Units,,216
4807056,Irma,2009,Dwelling Units,,217
4807056,Irma,2010,Dwelling Units,,217
4807056,Irma,2011,Dwelling Units,,222
4807056,Irma,2012,Dwelling Units,,228
4807056,Irma,2013,Dwelling Units,,228
4807056,Irma,2014,Dwelling Units,,228
4807056,Irma,2015,Dwelling Units,,231
4807056,Irma,2016,Dwelling Units,,231
4807056,Irma,2017,Dwelling Units,,242
4807056,Irma,2018,Dwelling Units,,242
4807056,Irma,2019,Dwelling Units,,244
4807056,Irma,2020,Dwelling Units,,244
4807056,Irma,2021,Dwelling Units,,244
4807056,Irma,2022,Dwelling Units,,244
4807056,Irma,2023,Dwelling Units,,244
4808001,Red Deer County,2023,Dwelling Units,,9637
4808001,Red Deer County,1994,Dwelling Units,,4917
4808001,Red Deer County,1995,Dwelling Units,,4917
4808001,Red Deer County,1996,Dwelling Units,,5715
4808001,Red Deer County,1997,Dwelling Units,,6019
4808001,Red Deer County,1998,Dwelling Units,,5715
4808001,Red Deer County,1999,Dwelling Units,,6136
4808001,Red Deer County,2000,Dwelling Units,,6268
4808001,Red Deer County,2001,Dwelling Units,,6813
4808001,Red Deer County,2002,Dwelling Units,,6824
4808001,Red Deer County,2003,Dwelling Units,,6999
4808001,Red Deer County,2004,Dwelling Units,,7109
4808001,Red Deer County,2005,Dwelling Units,,7240
4808001,Red Deer County,2006,Dwelling Units,,7310
4808001,Red Deer County,2007,Dwelling Units,,7522
4808001,Red Deer County,2008,Dwelling Units,,7563
4808001,Red Deer County,2009,Dwelling Units,,8055
4808001,Red Deer County,2010,Dwelling Units,,8201
4808001,Red Deer County,2011,Dwelling Units,,8425
4808001,Red Deer County,2012,Dwelling Units,,8463
4808001,Red Deer County,2013,Dwelling Units,,8576
4808001,Red Deer County,2014,Dwelling Units,,8718
4808001,Red Deer County,2015,Dwelling Units,,8829
4808001,Red Deer County,2016,Dwelling Units,,9176
4808001,Red Deer County,2017,Dwelling Units,,9246
4808001,Red Deer County,2018,Dwelling Units,,9260
4808001,Red Deer County,2019,Dwelling Units,,9330
4808001,Red Deer County,2020,Dwelling Units,,9365
4808001,Red Deer County,2021,Dwelling Units,,9445
4808001,Red Deer County,2022,Dwelling Units,,9532
4808002,Elnora,1994,Dwelling Units,,117
4808002,Elnora,1995,Dwelling Units,,117
4808002,Elnora,1996,Dwelling Units,,130
4808002,Elnora,1997,Dwelling Units,,133
4808002,Elnora,1998,Dwelling Units,,132
4808002,Elnora,1999,Dwelling Units,,132
4808002,Elnora,2000,Dwelling Units,,133
4808002,Elnora,2001,Dwelling Units,,133
4808002,Elnora,2002,Dwelling Units,,134
4808002,Elnora,2003,Dwelling Units,,123
4808002,Elnora,2004,Dwelling Units,,125
4808002,Elnora,2005,Dwelling Units,,128
4808002,Elnora,2006,Dwelling Units,,132
4808002,Elnora,2007,Dwelling Units,,144
4808002,Elnora,2008,Dwelling Units,,146
4808002,Elnora,2009,Dwelling Units,,146
4808002,Elnora,2010,Dwelling Units,,151
4808002,Elnora,2011,Dwelling Units,,146
4808002,Elnora,2012,Dwelling Units,,146
4808002,Elnora,2013,Dwelling Units,,149
4808002,Elnora,2014,Dwelling Units,,158
4808002,Elnora,2015,Dwelling Units,,159
4808002,Elnora,2016,Dwelling Units,,159
4808002,Elnora,2017,Dwelling Units,,158
4808002,Elnora,2018,Dwelling Units,,158
4808002,Elnora,2019,Dwelling Units,,157
4808002,Elnora,2020,Dwelling Units,,158
4808002,Elnora,2021,Dwelling Units,,158
4808002,Elnora,2022,Dwelling Units,,158
4808002,Elnora,2023,Dwelling Units,,158
4805009,Milo,2023,Dwelling Units,,86
4805009,Milo,1994,Dwelling Units,,56
4805009,Milo,1995,Dwelling Units,,56
4805009,Milo,1996,Dwelling Units,,61
4805009,Milo,1997,Dwelling Units,,61
4805009,Milo,1998,Dwelling Units,,62
4805009,Milo,1999,Dwelling Units,,62
4805009,Milo,2000,Dwelling Units,,62
4805009,Milo,2001,Dwelling Units,,62
4805009,Milo,2002,Dwelling Units,,62
4805009,Milo,2003,Dwelling Units,,60
4805009,Milo,2004,Dwelling Units,,59
4805009,Milo,2005,Dwelling Units,,58
4805009,Milo,2006,Dwelling Units,,64
4805009,Milo,2007,Dwelling Units,,66
4805009,Milo,2008,Dwelling Units,,67
4805009,Milo,2009,Dwelling Units,,67
4805009,Milo,2010,Dwelling Units,,67
4805009,Milo,2011,Dwelling Units,,67
4805009,Milo,2012,Dwelling Units,,65
4805009,Milo,2013,Dwelling Units,,66
4805009,Milo,2014,Dwelling Units,,68
4805009,Milo,2015,Dwelling Units,,68
4805009,Milo,2016,Dwelling Units,,68
4805009,Milo,2017,Dwelling Units,,86
4805009,Milo,2018,Dwelling Units,,86
4805009,Milo,2019,Dwelling Units,,86
4805009,Milo,2020,Dwelling Units,,86
4805009,Milo,2021,Dwelling Units,,86
4805009,Milo,2022,Dwelling Units,,86
4805011,Arrowwood,1994,Dwelling Units,,65
4805011,Arrowwood,1995,Dwelling Units,,65
4805011,Arrowwood,1996,Dwelling Units,,75
4805011,Arrowwood,1997,Dwelling Units,,75
4805011,Arrowwood,1998,Dwelling Units,,75
4805011,Arrowwood,1999,Dwelling Units,,76
4805011,Arrowwood,2000,Dwelling Units,,79
4805011,Arrowwood,2001,Dwelling Units,,82
4805011,Arrowwood,2002,Dwelling Units,,81
4805011,Arrowwood,2003,Dwelling Units,,83
4805011,Arrowwood,2004,Dwelling Units,,83
4805011,Arrowwood,2005,Dwelling Units,,83
4805011,Arrowwood,2006,Dwelling Units,,82
4805011,Arrowwood,2007,Dwelling Units,,82
4805011,Arrowwood,2008,Dwelling Units,,82
4805011,Arrowwood,2009,Dwelling Units,,82
4805011,Arrowwood,2010,Dwelling Units,,82
4805011,Arrowwood,2011,Dwelling Units,,82
4805011,Arrowwood,2012,Dwelling Units,,82
4805011,Arrowwood,2013,Dwelling Units,,82
4805011,Arrowwood,2014,Dwelling Units,,82
4805011,Arrowwood,2015,Dwelling Units,,82
4805011,Arrowwood,2016,Dwelling Units,,81
4805011,Arrowwood,2017,Dwelling Units,,81
4805011,Arrowwood,2018,Dwelling Units,,81
4805011,Arrowwood,2019,Dwelling Units,,81
4805011,Arrowwood,2020,Dwelling Units,,81
4805011,Arrowwood,2021,Dwelling Units,,80
4807019,Stettler County No. 6,1994,Dwelling Units,,1700
4807019,Stettler County No. 6,1995,Dwelling Units,,1700
4807019,Stettler County No. 6,1996,Dwelling Units,,1755
4807019,Stettler County No. 6,1997,Dwelling Units,,1758
4807019,Stettler County No. 6,1998,Dwelling Units,,2150
4807019,Stettler County No. 6,1999,Dwelling Units,,2153
4807019,Stettler County No. 6,2000,Dwelling Units,,2222
4807019,Stettler County No. 6,2001,Dwelling Units,,2223
4807019,Stettler County No. 6,2002,Dwelling Units,,1808
4807019,Stettler County No. 6,2003,Dwelling Units,,1808
4807019,Stettler County No. 6,2004,Dwelling Units,,1749
4807019,Stettler County No. 6,2005,Dwelling Units,,1800
4807019,Stettler County No. 6,2006,Dwelling Units,,2151
4807019,Stettler County No. 6,2007,Dwelling Units,,2831
4807019,Stettler County No. 6,2008,Dwelling Units,,2992
4807019,Stettler County No. 6,2009,Dwelling Units,,2302
4807019,Stettler County No. 6,2010,Dwelling Units,,2363
4807019,Stettler County No. 6,2011,Dwelling Units,,2364
4807019,Stettler County No. 6,2012,Dwelling Units,,2371
4807019,Stettler County No. 6,2013,Dwelling Units,,2372
4807019,Stettler County No. 6,2014,Dwelling Units,,2402
4807019,Stettler County No. 6,2015,Dwelling Units,,2422
4807019,Stettler County No. 6,2016,Dwelling Units,,2262
4807019,Stettler County No. 6,2017,Dwelling Units,,2237
4807019,Stettler County No. 6,2018,Dwelling Units,,2237
4807019,Stettler County No. 6,2019,Dwelling Units,,2277
4807019,Stettler County No. 6,2020,Dwelling Units,,2277
4807019,Stettler County No. 6,2021,Dwelling Units,,2277
4807019,Stettler County No. 6,2022,Dwelling Units,,2277
4807019,Stettler County No. 6,2023,Dwelling Units,,2289
4807021,Big Valley,1994,Dwelling Units,,140
4807021,Big Valley,1995,Dwelling Units,,140
4807021,Big Valley,1996,Dwelling Units,,143
4807021,Big Valley,1997,Dwelling Units,,148
4807021,Big Valley,1998,Dwelling Units,,159
4807021,Big Valley,1999,Dwelling Units,,160
4807021,Big Valley,2000,Dwelling Units,,160
4807021,Big Valley,2001,Dwelling Units,,162
4807021,Big Valley,2002,Dwelling Units,,164
4807021,Big Valley,2003,Dwelling Units,,165
4807021,Big Valley,2004,Dwelling Units,,165
4807021,Big Valley,2005,Dwelling Units,,166
4807021,Big Valley,2006,Dwelling Units,,179
4807021,Big Valley,2007,Dwelling Units,,201
4807021,Big Valley,2008,Dwelling Units,,230
4807021,Big Valley,2009,Dwelling Units,,232
4807021,Big Valley,2010,Dwelling Units,,193
4807021,Big Valley,2011,Dwelling Units,,191
4807021,Big Valley,2012,Dwelling Units,,192
4807021,Big Valley,2013,Dwelling Units,,192
4807021,Big Valley,2014,Dwelling Units,,190
4807021,Big Valley,2015,Dwelling Units,,190
4807021,Big Valley,2016,Dwelling Units,,190
4807021,Big Valley,2017,Dwelling Units,,190
4807021,Big Valley,2018,Dwelling Units,,190
4807021,Big Valley,2019,Dwelling Units,,190
4807021,Big Valley,2020,Dwelling Units,,190
4807021,Big Valley,2021,Dwelling Units,,190
4807026,Stettler,2023,Dwelling Units,,2390
4807026,Stettler,1994,Dwelling Units,,1974
4807026,Stettler,1995,Dwelling Units,,1974
4807026,Stettler,1996,Dwelling Units,,2082
4807026,Stettler,1997,Dwelling Units,,1807
4807026,Stettler,1998,Dwelling Units,,1818
4807026,Stettler,1999,Dwelling Units,,1862
4807026,Stettler,2000,Dwelling Units,,1872
4807026,Stettler,2001,Dwelling Units,,1872
4807026,Stettler,2002,Dwelling Units,,1885
4807026,Stettler,2003,Dwelling Units,,1885
4807026,Stettler,2004,Dwelling Units,,1917
4807026,Stettler,2005,Dwelling Units,,1967
4807026,Stettler,2006,Dwelling Units,,2063
4807026,Stettler,2007,Dwelling Units,,2130
4807026,Stettler,2008,Dwelling Units,,2179
4807026,Stettler,2009,Dwelling Units,,2197
4807026,Stettler,2010,Dwelling Units,,2248
4807026,Stettler,2011,Dwelling Units,,2259
4807026,Stettler,2012,Dwelling Units,,2370
4807026,Stettler,2013,Dwelling Units,,2380
4807026,Stettler,2014,Dwelling Units,,2392
4807026,Stettler,2015,Dwelling Units,,2406
4807026,Stettler,2016,Dwelling Units,,2415
4807026,Stettler,2017,Dwelling Units,,2423
4807026,Stettler,2018,Dwelling Units,,2433
4807026,Stettler,2019,Dwelling Units,,2436
4807026,Stettler,2020,Dwelling Units,,2440
4807026,Stettler,2021,Dwelling Units,,2384
4807026,Stettler,2022,Dwelling Units,,2384
4805044,Acme,1994,Dwelling Units,,228
4805044,Acme,1995,Dwelling Units,,228
4805044,Acme,1996,Dwelling Units,,247
4805044,Acme,1997,Dwelling Units,,251
4805044,Acme,1998,Dwelling Units,,253
4805044,Acme,1999,Dwelling Units,,255
4805044,Acme,2000,Dwelling Units,,255
4805044,Acme,2001,Dwelling Units,,262
4805044,Acme,2002,Dwelling Units,,268
4805044,Acme,2003,Dwelling Units,,270
4805044,Acme,2004,Dwelling Units,,272
4805044,Acme,2005,Dwelling Units,,273
4805044,Acme,2006,Dwelling Units,,276
4805044,Acme,2007,Dwelling Units,,280
4805044,Acme,2008,Dwelling Units,,326
4805044,Acme,2009,Dwelling Units,,326
4805044,Acme,2010,Dwelling Units,,326
4805044,Acme,2011,Dwelling Units,,326
4805044,Acme,2012,Dwelling Units,,326
4805044,Acme,2013,Dwelling Units,,285
4805044,Acme,2014,Dwelling Units,,288
4805044,Acme,2015,Dwelling Units,,288
4805044,Acme,2016,Dwelling Units,,285
4805044,Acme,2017,Dwelling Units,,285
4805044,Acme,2018,Dwelling Units,,285
4805044,Acme,2019,Dwelling Units,,285
4805044,Acme,2020,Dwelling Units,,285
4805044,Acme,2021,Dwelling Units,,285
4805044,Acme,2022,Dwelling Units,,285
