CSD,Period,Key,0-4 (Count of People),05-09 (Count of People),10-14 (Count of People),15-19 (Count of People),20-24 (Count of People),25-29 (Count of People),30-34 (Count of People),35-39 (Count of People),40-44 (Count of People),45-49 (Count of People),50-54 (Count of People),55-59 (Count of People),Life Expectancy (Years),Oil Wells (Count),Natural Gas Production (m^3),CH4 Equivalent (t),CO2 Equivalent (t),N2O Equivalent (t),Oats (Count),Canola (Count),Barley (Count),Durum Wheat (Count),Non-Durum Wheat (Count),Other Crops (Count),Cattle and Calves (Count),Pigs (Count),Dwelling Units (Count),"Apartment, less than 5 stories (Count)","Apartment, 5 or more stories (Count)","Apartment, duplex (Count)",Movable dwelling (Count),Other attached dwelling (Count),Row house (Count),Semi-detached house (Count),Single-detached house (Count),Residence/Housing Starts (Count),Vehicle Registration (Count),Fire Size (Hectares),Fires (Count),Adjusted_AQHI
Calgary,2007,Calgary2007,63744,11455,61405,68242,85821,92576,88919,87318,87096,87757,76709,46299,,0.0,102813.0,430372.4117,2718807.886,33747.2183,,,,,,,,,420311.0,,,,,,,,,13505.0,829030.0,,,
Calgary,2008,Calgary2008,66221,12024,61850,68629,86774,97432,91679,89912,86629,89612,79706,48673,,74.0,105419.8,444420.6988,2339698.333,27506.1754,,,,,,,,,432997.0,,,,,,,,,11438.0,843825.0,,,
Calgary,2009,Calgary2009,68811,12450,62436,68776,86799,102384,94661,91617,86844,91054,82744,51486,,,98899.3,556331.0027,2255770.458,26143.7781,,,,,,,,,438663.0,,,,,,,,,6318.0,867376.0,,,
Calgary,2010,Calgary2010,71215,12772,62345,68409,85008,103179,96085,91746,86436,90746,84983,54461,,,84000.6,471665.6575,2150261.833,24952.0758,,,,,,,,,445455.0,,,,,,,,,9262.0,867376.0,,,
Calgary,2011,Calgary2011,73463,13265,62486,69069,84092,102897,98298,91389,87985,89430,86685,58120,82.39,,49068.1,531072.6317,2396165.225,26903.7082,165.0,0.0,7600.0,0.0,7342.0,10527.0,634.0,0.0,450952.0,63540.0,29485.0,16660.0,1930.0,155.0,37400.0,25495.0,248755.0,9292.0,895357.0,,,2.9189591895918956
Calgary,2012,Calgary2012,75693,14092,63255,68949,85139,104378,102746,93949,90847,88407,87915,61113,82.56666666666666,0.0,35789.2,617145.9923,2589016.67,28840.46295,,,,,,,,,459339.0,,,,,,,,,12841.0,934296.0,,,2.7315573155731556
Calgary,2013,Calgary2013,77596,15192,64759,69468,86834,106347,108374,97583,93624,88087,89246,63691,82.67666666666666,,28185.4,1010163.284,2878543.6,31825.38769,,,,,,,,,468358.0,,,,,,,,,12584.0,972193.0,,,2.8062680626806267
Calgary,2014,Calgary2014,78639,15779,66423,70342,87629,108744,113738,101102,95677,88093,89940,65841,82.86666666666667,,38678.7,702269.7156,3224765.437,37093.7288,,,,,,,,,478223.0,,,,,,,,,17131.0,1005109.0,,,2.5488145118548817
Calgary,2015,Calgary2015,79329,16091,68270,70895,85560,109260,115744,103445,96736,88124,89398,66789,82.99,,20887.7,528175.5918,4670169.933,32105.2395,,,,,,,,,492623.0,,,,,,,,,13033.0,1007399.0,,,2.4283057169428313
Calgary,2016,Calgary2016,80035,16028,70348,71839,84286,108199,116472,105540,96526,89680,87841,67554,83.11666666666667,,14697.3,492323.7926,5330227.034,36768.45137,3907.0,10837.0,16027.0,0.0,0.0,10181.0,9245.0,0.0,499222.0,72850.0,32885.0,21860.0,2035.0,200.0,44670.0,29270.0,262950.0,9245.0,990144.0,,,2.37688
Calgary,2017,Calgary2017,79966,15787,72454,71672,83299,105175,115155,107520,96881,91415,86404,68096,83.16666666666667,,604.0,519203.7066,6192851.797,58259.90324,,,,,,,,,506392.0,,,,,,,,,11534.0,1000567.0,,,2.7911900000000007
Calgary,2018,Calgary2018,80263,15908,75073,72345,83069,103779,114573,110302,97983,92614,85124,68378,83.23666666666666,,461.3,591603.2801,7143451.127,78487.32463,,,,,,,,,515391.0,,,,,,,,,10971.0,1021618.0,,,2.9825698256982576
Calgary,2019,Calgary2019,80424,15979,77928,73565,84345,102275,114950,113600,100075,93527,84842,68786,83.38333333333334,,491.2,497257.346,7367883.099,79408.69802,,,,,,,,,521257.0,,,,,,,,,11909.0,1015104.0,,,2.6667766644667115
Calgary,2020,Calgary2020,80076,16623,80412,74816,84974,100247,116328,115971,102524,94594,85093,68564,83.36,,748.3,402819.7325,7525262.216,74304.59872,,,,,,,,,530767.0,,,,,,,,,9235.0,1006510.0,,,2.3882300000000005
Calgary,2021,Calgary2021,76751,16535,81071,75239,85219,97270,113385,116755,104925,94517,87157,67740,83.29666666666667,,623.3,407133.7725,7799312.914,87191.06814,0.0,11083.0,8508.0,0.0,0.0,4354.0,10217.0,0.0,540648.0,81880.0,40700.0,20500.0,1850.0,183715.0,48865.0,32270.0,276045.0,15017.0,,,,2.7548899999999996
Calgary,2022,Calgary2022,76913,16725,83243,78912,87692,101128,115558,119491,109239,95985,89357,66390,83.20666666666666,,613.3,,,,,,,,,,,,573805.0,,,,,,,,,17306.0,,,,2.7279272792727927
Calgary,2023,Calgary2023,78424,17181,86848,83926,94839,113820,126898,128077,117913,100395,92474,66559,,,586.6,,,,,,,,,,,,574293.0,,,,,,,,,19579.0,,,,
Mountain View County,2001,Mountain View County2001,733,177,1012,971,591,566,674,1003,1142,1163,849,625,,,,,,,,,,,,,0.0,0.0,4851.0,5.0,0.0,5.0,740.0,15.0,0.0,5.0,3580.0,,,,,
Mountain View County,2002,Mountain View County2002,706,167,1020,982,597,553,662,964,1133,1236,854,686,,,,,,,,,,,,,,,4817.0,,,,,,,,,,,,,
Mountain View County,2003,Mountain View County2003,681,159,1008,985,601,532,652,900,1132,1249,888,739,,83.0,3532323.3,,,,,,,,,,,,4868.0,,,,,,,,,,,,,
Mountain View County,2004,Mountain View County2004,673,145,1015,966,637,499,626,860,1123,1253,955,763,,113.0,3399198.9,24495.00045,262408.3999,2994.9,,,,,,,,,5002.0,,,,,,,,,,,,,
Mountain View County,2005,Mountain View County2005,676,140,979,1012,626,512,635,818,1097,1268,1070,737,,390.0,3167331.0,17730.75003,237736.8734,2303.54,,,,,,,,,5809.0,,,,,,,,,,845.0,,,
Mountain View County,2006,Mountain View County2006,618,164,966,1007,620,569,631,806,1053,1235,1187,708,,244.0,3249151.0,20638.67483,374889.0494,3030.66,23216.0,64664.0,158826.0,710.0,56136.0,215580.0,182201.0,12938.0,5699.0,0.0,0.0,20.0,355.0,10.0,0.0,0.0,4270.0,,928.0,,,
Mountain View County,2007,Mountain View County2007,637,163,967,1041,621,590,648,822,1041,1268,1285,734,,178.0,3277583.0,20241.55058,339776.9867,2783.618,,,,,,,,,5926.0,,,,,,,,,,1017.0,,,
Mountain View County,2008,Mountain View County2008,655,169,944,1016,605,607,661,815,969,1262,1299,771,,168.0,3200536.8,23246.6599,354479.2081,2994.8106,,,,,,,,,6026.0,,,,,,,,,117.0,1064.0,,,
Mountain View County,2009,Mountain View County2009,653,181,872,994,575,638,643,785,932,1233,1298,843,,167.0,3136771.5,27343.9074,457268.87,3412.8748,,,,,,,,,6108.0,,,,,,,,,48.0,1114.0,,,
Mountain View County,2010,Mountain View County2010,635,194,835,945,594,616,654,770,910,1169,1289,924,,116.0,2931016.8,27984.35468,447463.4306,3521.2872,,,,,,,,,6169.0,,,,,,,,,47.0,1114.0,,,
Mountain View County,2011,Mountain View County2011,665,127,787,921,631,521,683,775,892,1093,1212,975,80.76333333333334,176.0,2742145.7,34572.46701,493324.5983,4317.1254,15691.0,98166.0,160852.0,1269.0,66827.0,155926.0,120108.0,0.0,6249.0,0.0,0.0,10.0,585.0,15.0,0.0,30.0,4085.0,41.0,1196.0,,,
Mountain View County,2012,Mountain View County2012,665,133,763,905,639,502,679,783,886,1033,1200,1007,80.87,163.0,2756470.1,29277.22938,475304.1556,4809.9584,,,,,,,,,6340.0,,,,,,,,,76.0,1246.0,2755.3,2.0,
Mountain View County,2012,Mountain View County2012,665,133,763,905,639,502,679,783,886,1033,1200,1007,80.87,163.0,2756470.1,29277.22938,475304.1556,4809.9584,,,,,,,,,6340.0,,,,,,,,,76.0,1246.0,51574.4,3.0,
Mountain View County,2012,Mountain View County2012,665,133,763,905,639,502,679,783,886,1033,1200,1007,80.87,163.0,2756470.1,29277.22938,475304.1556,4809.9584,,,,,,,,,6340.0,,,,,,,,,76.0,1246.0,577721.79,23.0,
Mountain View County,2012,Mountain View County2012,665,133,763,905,639,502,679,783,886,1033,1200,1007,80.87,163.0,2756470.1,29277.22938,475304.1556,4809.9584,,,,,,,,,6340.0,,,,,,,,,76.0,1246.0,0.0,0.0,
Mountain View County,2013,Mountain View County2013,674,132,757,903,655,501,684,825,889,998,1211,1034,81.01,147.0,2687028.4,31324.71953,510536.3134,5519.9732,,,,,,,,,6422.0,,,,,,,,,76.0,1239.0,19754.98,3.0,
Mountain View County,2014,Mountain View County2014,685,133,797,859,670,491,722,813,872,962,1214,1011,80.88,120.0,2436041.3,30061.03253,483221.7672,5273.6464,,,,,,,,,6483.0,,,,,,,,,75.0,1305.0,,,
Mountain View County,2015,Mountain View County2015,706,138,836,826,672,521,695,857,846,951,1200,1004,81.19,3.0,2253792.7,28811.99673,472901.8656,4822.2658,,,,,,,,,6530.0,,,,,,,,,55.0,1348.0,,,
Mountain View County,2016,Mountain View County2016,697,166,819,795,665,575,635,859,859,967,1159,1022,81.39333333333333,3.0,2072459.2,22374.52288,456592.2444,3864.4342,11850.0,101016.0,118334.0,1488.0,94811.0,148870.0,105821.0,0.0,6483.0,5.0,0.0,0.0,790.0,25.0,0.0,5.0,4195.0,49.0,1472.0,66.0,2.0,
Mountain View County,2017,Mountain View County2017,678,147,822,811,607,528,668,807,874,933,1052,1049,81.62,14.0,1980517.5,25386.89773,510082.5025,4366.76982,,,,,,,,,6483.0,,,,,,,,,61.0,1585.0,,,
Mountain View County,2018,Mountain View County2018,600,143,825,815,618,516,639,807,921,893,1032,1066,81.93333333333334,44.0,1990251.2,39158.62733,520735.0356,22265.79384,,,,,,,,,6483.0,,,,,,,,,61.0,1694.0,0.0,0.0,
Mountain View County,2019,Mountain View County2019,583,146,836,841,649,501,616,816,884,895,1043,1069,81.99666666666667,20.0,1958923.4,61056.51808,556286.0453,14173.57762,,,,,,,,,6483.0,,,,,,,,,36.0,1669.0,0.0,0.0,
Mountain View County,2020,Mountain View County2020,532,136,854,852,672,476,585,796,897,874,1042,1001,81.98333333333333,8.0,1948849.6,19067.075,479812.329,9220.418,,,,,,,,,7071.0,,,,,,,,,40.0,1745.0,0.0,0.0,
Mountain View County,2021,Mountain View County2021,552,152,900,795,545,513,678,749,941,844,1001,882,81.71,24.0,1972311.9,30643.61298,557966.4854,10515.71195,9365.0,126547.0,122991.0,7187.0,105678.0,172251.0,121604.0,0.0,7129.0,0.0,0.0,0.0,510.0,20.0,0.0,0.0,4475.0,78.0,,0.0,0.0,
Mountain View County,2022,Mountain View County2022,494,132,929,829,555,489,608,758,913,874,971,829,81.45,29.0,2073599.0,,,,,,,,,,,,7129.0,,,,,,,,,64.0,,0.0,0.0,
Mountain View County,2023,Mountain View County2023,469,116,909,867,602,500,605,776,919,928,972,781,,51.0,2262849.3,,,,,,,,,,,,7129.0,,,,,,,,,65.0,,,,
Carstairs,2001,Carstairs2001,126,24,185,175,123,115,142,192,226,199,153,111,,,,,,,,,,,,,,,862.0,115.0,0.0,0.0,10.0,0.0,50.0,30.0,640.0,,,,,
Carstairs,2002,Carstairs2002,132,23,191,177,129,124,157,187,230,209,160,130,,,,,,,,,,,,,,,930.0,,,,,,,,,,,,,
Carstairs,2003,Carstairs2003,141,23,196,177,132,133,165,193,229,218,162,148,,,,,,,,,,,,,,,954.0,,,,,,,,,,,,,
Carstairs,2004,Carstairs2004,151,28,197,185,127,143,171,196,234,212,179,151,,,,1471.50003,108548.3,444.02,,,,,,,,,1072.0,,,,,,,,,,,,,
Carstairs,2005,Carstairs2005,158,30,201,199,125,142,187,207,235,208,199,152,,,,1343.75003,43236.70972,306.94,,,,,,,,,1260.0,,,,,,,,,,4114.0,,,
Carstairs,2006,Carstairs2006,185,28,210,198,133,141,192,244,224,222,214,155,,,,3076.74998,98523.25157,572.16,,,,,,,,,1395.0,55.0,0.0,10.0,65.0,0.0,45.0,25.0,805.0,,4401.0,,,
Carstairs,2007,Carstairs2007,201,28,210,202,151,157,202,255,225,224,232,160,,,,1222.62245,105365.0394,615.2806,,,,,,,,,1419.0,,,,,,,,,,4706.0,,,
Carstairs,2008,Carstairs2008,222,33,209,203,161,173,230,251,233,226,240,178,,,,987.37255,75249.12187,440.0566,,,,,,,,,1492.0,,,,,,,,,,4977.0,,,
Carstairs,2009,Carstairs2009,248,34,206,203,166,197,252,252,235,240,245,193,,,,0.0,0.0,0.0,,,,,,,,,1540.0,,,,,,,,,,5167.0,,,
Carstairs,2010,Carstairs2010,258,52,203,201,163,214,255,271,228,244,236,204,,,,0.0,0.0,0.0,,,,,,,,,1563.0,,,,,,,,,,5167.0,,,
Carstairs,2011,Carstairs2011,285,48,218,199,158,229,269,273,248,234,240,208,80.62333333333333,,,0.0,0.0,0.0,,,,,,,,,1566.0,15.0,0.0,15.0,5.0,0.0,65.0,55.0,1160.0,,5314.0,,,
Carstairs,2012,Carstairs2012,303,53,219,205,163,235,283,287,264,239,241,212,81.0,,,0.0,0.0,0.0,,,,,,,,,1600.0,,,,,,,,,,5500.0,,,
Carstairs,2013,Carstairs2013,302,61,230,205,172,240,286,310,266,246,248,209,81.12333333333333,,,0.0,0.0,0.0,,,,,,,,,1558.0,,,,,,,,,,5715.0,,,
Carstairs,2014,Carstairs2014,299,63,246,204,187,233,302,333,263,248,262,202,80.91666666666667,,,0.0,0.0,0.0,,,,,,,,,1713.0,,,,,,,,,,6006.0,,,
Carstairs,2015,Carstairs2015,311,52,254,201,186,238,302,345,265,254,263,206,81.15666666666667,,,0.0,0.0,0.0,,,,,,,,,1784.0,,,,,,,,,,6216.0,,,
Carstairs,2016,Carstairs2016,302,71,278,214,192,256,308,353,286,278,284,215,81.27666666666666,,,0.0,0.0,0.0,,,,,,,,,1848.0,10.0,0.0,25.0,100.0,10.0,70.0,65.0,1265.0,,6151.0,,,
Carstairs,2017,Carstairs2017,325,70,297,211,172,275,327,382,285,289,266,206,81.47666666666667,,,0.0,0.0,0.0,,,,,,,,,1902.0,,,,,,,,,,6256.0,,,
Carstairs,2018,Carstairs2018,314,67,339,241,159,252,324,382,325,276,279,238,81.75666666666666,,,0.0,0.0,0.0,,,,,,,,,1858.0,,,,,,,,,,6582.0,,,
Carstairs,2019,Carstairs2019,317,56,359,270,172,251,291,376,345,287,287,247,81.85333333333334,,,0.0,0.0,0.0,,,,,,,,,1952.0,,,,,,,,,,6588.0,,,
Carstairs,2020,Carstairs2020,295,73,381,279,175,239,310,349,363,293,288,274,81.60666666666667,,,0.0,0.0,0.0,,,,,,,,,1953.0,,,,,,,,,,6911.0,,,
Carstairs,2021,Carstairs2021,335,61,412,283,163,285,349,391,368,314,303,236,81.26333333333334,,,0.0,0.0,0.0,,,,,,,,,2060.0,50.0,0.0,0.0,75.0,275.0,65.0,150.0,1495.0,,,,,
Carstairs,2022,Carstairs2022,308,74,425,329,170,282,369,411,414,298,329,217,80.87333333333333,,,,,,,,,,,,,,2108.0,,,,,,,,,,,,,
Carstairs,2023,Carstairs2023,276,84,406,343,185,236,380,399,419,317,306,226,,,,,,,,,,,,,,,2108.0,,,,,,,,,,,,,
Cremona,2001,Cremona2001,42,4,27,35,26,30,23,29,41,32,20,22,,,,,,,,,,,,,,,180.0,0.0,0.0,15.0,30.0,0.0,0.0,0.0,115.0,,,,,
Cremona,2002,Cremona2002,45,4,29,34,28,33,25,29,43,32,21,24,,,,,,,,,,,,,,,193.0,,,,,,,,,,,,,
Cremona,2003,Cremona2003,48,6,30,31,31,33,26,25,43,37,18,27,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,
Cremona,2004,Cremona2004,45,8,37,25,37,30,29,27,44,36,22,32,,,,0.0,0.0,0.0,,,,,,,,,193.0,,,,,,,,,,,,,
Cremona,2005,Cremona2005,48,3,37,26,32,39,31,25,47,33,24,31,,,,0.0,0.0,0.0,,,,,,,,,182.0,,,,,,,,,,1422.0,,,
Cremona,2006,Cremona2006,39,10,31,36,23,38,45,25,38,37,33,23,,,,0.0,0.0,0.0,,,,,,,,,204.0,15.0,0.0,10.0,45.0,0.0,0.0,0.0,125.0,,1507.0,,,
Cremona,2007,Cremona2007,34,9,28,37,21,42,47,24,38,37,34,23,,,,0.0,0.0,0.0,,,,,,,,,206.0,,,,,,,,,,1581.0,,,
Cremona,2008,Cremona2008,30,10,31,38,15,43,46,27,35,34,36,22,,,,0.0,0.0,0.0,,,,,,,,,209.0,,,,,,,,,,1606.0,,,
Cremona,2009,Cremona2009,28,8,28,43,11,44,37,30,34,40,34,22,,,,0.0,0.0,0.0,,,,,,,,,210.0,,,,,,,,,,1605.0,,,
Cremona,2010,Cremona2010,29,7,30,37,12,30,47,35,31,38,30,21,,,,0.0,0.0,0.0,,,,,,,,,210.0,,,,,,,,,,1605.0,,,
Cremona,2011,Cremona2011,29,5,43,33,11,22,39,49,23,38,31,24,80.62333333333333,,,0.0,0.0,0.0,,,,,,,,,210.0,5.0,0.0,10.0,40.0,0.0,0.0,0.0,145.0,,1628.0,,,
Cremona,2012,Cremona2012,29,4,41,35,15,20,40,48,22,39,31,22,81.0,,,0.0,0.0,0.0,,,,,,,,,210.0,,,,,,,,,,1646.0,,,
Cremona,2013,Cremona2013,32,2,37,37,18,19,41,46,21,37,29,23,81.12333333333333,,,0.0,0.0,0.0,,,,,,,,,210.0,,,,,,,,,,1682.0,,,
Cremona,2014,Cremona2014,35,6,32,36,22,21,41,41,26,32,35,21,80.91666666666667,,,0.0,0.0,0.0,,,,,,,,,210.0,,,,,,,,,,1749.0,,,
Cremona,2015,Cremona2015,32,8,29,31,29,26,29,39,27,29,32,24,81.15666666666667,,,0.0,0.0,0.0,,,,,,,,,210.0,,,,,,,,,,1748.0,,,
Cremona,2016,Cremona2016,38,5,17,37,34,29,26,32,31,25,32,27,81.27666666666666,,,0.0,0.0,0.0,,,,,,,,,210.0,15.0,0.0,0.0,45.0,0.0,0.0,0.0,130.0,,1723.0,,,
Cremona,2017,Cremona2017,35,5,15,27,29,24,28,24,15,31,28,26,81.47666666666667,,,0.0,0.0,0.0,,,,,,,,,210.0,,,,,,,,,,1726.0,,,
Cremona,2018,Cremona2018,32,5,13,28,28,18,37,26,12,33,24,29,81.75666666666666,,,0.0,0.0,0.0,,,,,,,,,210.0,,,,,,,,,,1760.0,,,
Cremona,2019,Cremona2019,27,10,17,24,24,20,22,22,13,23,22,33,81.85333333333334,,,0.0,0.0,0.0,,,,,,,,,210.0,,,,,,,,,,1754.0,,,
Cremona,2020,Cremona2020,30,7,17,19,20,23,17,24,16,21,21,27,81.60666666666667,,,0.0,0.0,0.0,,,,,,,,,210.0,,,,,,,,,,1795.0,,,
Cremona,2021,Cremona2021,33,6,17,14,18,36,44,23,26,27,25,27,81.26333333333334,,,0.0,0.0,0.0,,,,,,,,,210.0,0.0,0.0,0.0,50.0,15.0,0.0,0.0,130.0,,,,,
Cremona,2022,Cremona2022,31,6,21,14,15,39,45,27,31,19,28,26,80.87333333333333,,,,,,,,,,,,,,210.0,,,,,,,,,,,,,
Cremona,2023,Cremona2023,30,8,24,15,13,41,42,31,26,15,33,20,,,,,,,,,,,,,,,210.0,,,,,,,,,,,,,
Didsbury,2001,Didsbury2001,282,48,320,269,211,231,271,321,319,277,241,161,,,,,,,,,,,,,,,1494.0,70.0,0.0,5.0,100.0,5.0,120.0,95.0,1070.0,,,,,
Didsbury,2002,Didsbury2002,287,41,327,278,212,240,269,316,326,292,248,181,,,,,,,,,,,,,,,1550.0,,,,,,,,,,,,,
Didsbury,2003,Didsbury2003,295,44,336,275,224,236,268,306,335,300,265,190,,,,,,,,,,,,,,,1589.0,,,,,,,,,,,,,
Didsbury,2004,Didsbury2004,296,46,325,293,222,239,261,313,329,316,273,202,,,,0.0,0.0,0.0,,,,,,,,,1601.0,,,,,,,,,,,,,
Didsbury,2005,Didsbury2005,281,60,321,306,224,236,285,295,342,340,267,209,,,,0.0,0.0,0.0,,,,,,,,,44.0,,,,,,,,,,6325.0,,,
Didsbury,2006,Didsbury2006,272,50,313,323,242,236,313,280,354,337,297,221,,,,0.0,0.0,0.0,,,,,,,,,1710.0,105.0,0.0,30.0,0.0,10.0,125.0,105.0,1285.0,,6761.0,,,
Didsbury,2007,Didsbury2007,288,57,319,332,259,257,329,289,365,358,325,238,,,,0.0,0.0,0.0,,,,,,,,,1710.0,,,,,,,,,,7277.0,,,
Didsbury,2008,Didsbury2008,293,58,320,330,257,283,334,295,353,357,336,250,,,,0.0,0.0,0.0,,,,,,,,,1812.0,,,,,,,,,,7436.0,,,
Didsbury,2009,Didsbury2009,294,61,317,327,257,290,359,284,358,370,362,256,,,,0.0,0.0,0.0,,,,,,,,,1883.0,,,,,,,,,,7471.0,,,
Didsbury,2010,Didsbury2010,321,47,334,333,251,312,360,300,337,392,385,270,,,,0.0,0.0,0.0,,,,,,,,,1853.0,,,,,,,,,,7471.0,,,
Didsbury,2011,Didsbury2011,312,74,315,340,249,312,343,323,302,403,367,275,80.62333333333333,,,0.0,0.0,0.0,,,,,,,,,1877.0,70.0,0.0,55.0,0.0,5.0,95.0,175.0,1520.0,,7471.0,,,
Didsbury,2012,Didsbury2012,307,73,315,347,260,298,346,329,295,399,369,283,81.0,,,0.0,0.0,0.0,,,,,,,,,1928.0,,,,,,,,,,8149.0,,,
Didsbury,2013,Didsbury2013,293,77,306,338,269,281,350,332,295,381,373,289,81.12333333333333,,,0.0,0.0,0.0,,,,,,,,,1944.0,,,,,,,,,,8584.0,,,
Didsbury,2014,Didsbury2014,287,78,330,327,286,282,340,348,286,367,378,296,80.91666666666667,,,0.0,0.0,0.0,,,,,,,,,1958.0,,,,,,,,,,8975.0,,,
Didsbury,2015,Didsbury2015,281,82,326,329,297,285,347,354,299,342,396,299,81.15666666666667,,,0.0,0.0,0.0,,,,,,,,,1994.0,,,,,,,,,,8980.0,,,
Didsbury,2016,Didsbury2016,297,50,355,312,305,292,333,339,327,304,403,297,81.27666666666666,,,0.0,0.0,0.0,,,,,,,,,2012.0,115.0,0.0,65.0,95.0,10.0,160.0,130.0,1455.0,,8862.0,,,
Didsbury,2017,Didsbury2017,275,60,348,323,285,307,320,307,317,304,373,320,81.47666666666667,,,0.0,0.0,0.0,,,,,,,,,2030.0,,,,,,,,,,8829.0,,,
Didsbury,2018,Didsbury2018,294,54,343,313,267,320,307,307,305,312,359,328,81.75666666666666,,,0.0,0.0,0.0,,,,,,,,,2053.0,,,,,,,,,,8998.0,,,
Didsbury,2019,Didsbury2019,280,55,333,342,233,290,298,313,302,293,358,332,81.85333333333334,,,0.0,0.0,0.0,,,,,,,,,2054.0,,,,,,,,,,8910.0,,,
Didsbury,2020,Didsbury2020,266,65,328,325,245,257,292,331,295,289,327,308,81.60666666666667,,,0.0,0.0,0.0,,,,,,,,,2052.0,,,,,,,,,,8493.0,,,
Didsbury,2021,Didsbury2021,266,64,283,338,220,275,302,303,325,290,278,301,81.26333333333334,,,0.0,0.0,0.0,,,,,,,,,2064.0,85.0,0.0,0.0,110.0,470.0,165.0,210.0,1465.0,,,,,
Didsbury,2022,Didsbury2022,260,56,294,336,239,247,308,301,304,310,263,276,80.87333333333333,,,,,,,,,,,,,,2068.0,,,,,,,,,,,,,
Didsbury,2023,Didsbury2023,237,64,301,326,240,259,329,285,326,289,272,253,,,,,,,,,,,,,,,2086.0,,,,,,,,,,,,,
Edberg,2001,Edberg2001,14,2,5,6,13,8,13,6,6,14,16,4,,,,,,,,,,,,,,,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,,,,,
Edberg,2002,Edberg2002,14,2,5,6,13,8,13,6,6,14,17,4,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,
Edberg,2003,Edberg2003,14,2,6,5,12,9,14,7,6,14,16,4,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,
Edberg,2004,Edberg2004,11,2,10,7,9,10,14,9,6,13,13,7,,,,0.0,0.0,0.0,,,,,,,,,68.0,,,,,,,,,,,,,
Edberg,2005,Edberg2005,11,2,11,9,8,12,12,11,7,10,16,9,,,,0.0,0.0,0.0,,,,,,,,,68.0,,,,,,,,,,513.0,,,
Edberg,2006,Edberg2006,12,3,12,10,5,12,13,16,7,8,13,14,,,,0.0,0.0,0.0,,,,,,,,,68.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,50.0,,533.0,,,
Edberg,2007,Edberg2007,13,3,13,11,6,13,13,17,7,8,13,15,,,,0.0,0.0,0.0,,,,,,,,,70.0,,,,,,,,,,561.0,,,
Edberg,2008,Edberg2008,12,3,13,11,7,15,11,17,7,10,14,14,,,,0.0,0.0,0.0,,,,,,,,,70.0,,,,,,,,,,570.0,,,
Edberg,2009,Edberg2009,12,3,13,11,11,14,9,13,10,7,14,13,,,,0.0,0.0,0.0,,,,,,,,,70.0,,,,,,,,,,607.0,,,
Edberg,2010,Edberg2010,11,1,14,11,10,13,15,9,14,6,12,13,,,,0.0,0.0,0.0,,,,,,,,,70.0,,,,,,,,,,607.0,,,
Edberg,2011,Edberg2011,8,2,16,12,11,15,11,8,17,10,11,14,79.42666666666666,,,0.0,0.0,0.0,,,,,,,,,70.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,55.0,,629.0,,,
Edberg,2012,Edberg2012,8,2,13,13,10,14,11,5,17,10,12,14,79.62,,,0.0,0.0,0.0,,,,,,,,,70.0,,,,,,,,,,659.0,,,
Edberg,2013,Edberg2013,8,2,10,14,10,13,11,7,15,9,11,12,79.77666666666666,,,0.0,0.0,0.0,,,,,,,,,70.0,,,,,,,,,,683.0,,,
Edberg,2014,Edberg2014,7,1,11,13,12,15,7,8,13,9,9,13,80.01333333333334,,,0.0,0.0,0.0,,,,,,,,,70.0,,,,,,,,,,685.0,,,
Edberg,2015,Edberg2015,7,1,10,12,11,13,6,12,9,12,7,12,80.21666666666667,,,0.0,0.0,0.0,,,,,,,,,71.0,,,,,,,,,,693.0,,,
Edberg,2016,Edberg2016,4,1,12,13,9,9,7,9,7,15,10,12,80.47333333333334,,,0.0,0.0,0.0,,,,,,,,,74.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,45.0,,669.0,,,
Edberg,2017,Edberg2017,3,0,11,9,9,10,6,7,4,14,6,13,80.62666666666667,,,0.0,0.0,0.0,,,,,,,,,74.0,,,,,,,,,,652.0,,,
Edberg,2018,Edberg2018,5,1,13,8,10,6,9,5,4,11,9,8,80.68333333333334,,,0.0,0.0,0.0,,,,,,,,,74.0,,,,,,,,,,644.0,,,
Edberg,2019,Edberg2019,4,2,9,9,8,12,9,3,6,8,10,6,80.82,,,0.0,0.0,0.0,,,,,,,,,74.0,,,,,,,,,,627.0,,,
Edberg,2020,Edberg2020,7,0,8,10,8,12,8,2,7,6,13,6,80.86666666666667,,,0.0,0.0,0.0,,,,,,,,,74.0,,,,,,,,,,603.0,,,
Edberg,2021,Edberg2021,4,2,8,11,3,7,11,4,6,5,14,7,80.92666666666666,,,0.0,0.0,0.0,,,,,,,,,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,,
Edberg,2022,Edberg2022,10,1,5,12,4,7,8,5,6,5,11,9,80.95666666666666,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,
Edberg,2023,Edberg2023,8,1,6,11,6,4,8,7,5,3,11,8,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,
