CSDUID,CSD,Period,IndicatorSummaryDescription,Crop Type,UnitOfMeasure,OriginalValue
4819041,Smoky River No. 130,2011,Cropland (Acres),Durum Wheat,Acres
4819041,Smoky River No. 130,2016,Cropland (Acres),Durum Wheat,Acres
4819041,Smoky River No. 130,2021,Cropland (Acres),Durum Wheat,Acres,4946.00000
4810036,Vermilion River County,2006,Cropland (Acres),Durum Wheat,Acres,1140.00000
4810036,Vermilion River County,2011,Cropland (Acres),Durum Wheat,Acres
4810036,Vermilion River County,2016,Cropland (Acres),Durum Wheat,Acres,1548.00000
4810036,Vermilion River County,2021,Cropland (Acres),Durum Wheat,Acres,0.00000
4817026,Northern Sunrise County,2006,Cropland (Acres),Durum Wheat,Acres,1490.00000
4817026,Northern Sunrise County,2011,Cropland (Acres),Durum Wheat,Acres
4817026,Northern Sunrise County,2016,Cropland (Acres),Durum Wheat,Acres
4817026,Northern Sunrise County,2021,Cropland (Acres),Durum Wheat,Acres,0.00000
4817027,Big Lakes County,2006,Cropland (Acres),Durum Wheat,Acres,0.00000
4817027,Big Lakes County,2011,Cropland (Acres),Durum Wheat,Acres
4817027,Big Lakes County,2016,Cropland (Acres),Durum Wheat,Acres
4817027,Big Lakes County,2021,Cropland (Acres),Durum Wheat,Acres,0.00000
4813001,Lac Ste. Anne County,2006,Cropland (Acres),Durum Wheat,Acres
4813001,Lac Ste. Anne County,2011,Cropland (Acres),Durum Wheat,Acres,320.00000
4813001,Lac Ste. Anne County,2016,Cropland (Acres),Durum Wheat,Acres
4813001,Lac Ste. Anne County,2021,Cropland (Acres),Durum Wheat,Acres,2130.00000
4819049,Birch Hills County,2006,Cropland (Acres),Durum Wheat,Acres
4819049,Birch Hills County,2011,Cropland (Acres),Durum Wheat,Acres
4819049,Birch Hills County,2016,Cropland (Acres),Durum Wheat,Acres
4819049,Birch Hills County,2021,Cropland (Acres),Durum Wheat,Acres,3440.00000
4819054,Spirit River No. 133,2006,Cropland (Acres),Durum Wheat,Acres
4819054,Spirit River No. 133,2011,Cropland (Acres),Durum Wheat,Acres,0.00000
4819054,Spirit River No. 133,2016,Cropland (Acres),Durum Wheat,Acres
4819054,Spirit River No. 133,2021,Cropland (Acres),Durum Wheat,Acres,0.00000
4819059,Saddle Hills County,2006,Cropland (Acres),Durum Wheat,Acres
4819059,Saddle Hills County,2011,Cropland (Acres),Durum Wheat,Acres,960.00000
4819059,Saddle Hills County,2016,Cropland (Acres),Durum Wheat,Acres
4819059,Saddle Hills County,2021,Cropland (Acres),Durum Wheat,Acres,0.00000
4819066,Fairview No. 136,2006,Cropland (Acres),Durum Wheat,Acres
4819066,Fairview No. 136,2011,Cropland (Acres),Durum Wheat,Acres
4819066,Fairview No. 136,2016,Cropland (Acres),Durum Wheat,Acres
4819066,Fairview No. 136,2021,Cropland (Acres),Durum Wheat,Acres,0.00000
4811032,Brazeau County,2006,Cropland (Acres),Durum Wheat,Acres,0.00000
4811032,Brazeau County,2011,Cropland (Acres),Durum Wheat,Acres,0.00000
4811032,Brazeau County,2016,Cropland (Acres),Durum Wheat,Acres,0.00000
4811032,Brazeau County,2021,Cropland (Acres),Durum Wheat,Acres,0.00000
4811034,Parkland County,2006,Cropland (Acres),Durum Wheat,Acres,0.00000
4811034,Parkland County,2011,Cropland (Acres),Durum Wheat,Acres
4811034,Parkland County,2016,Cropland (Acres),Durum Wheat,Acres
4811034,Parkland County,2021,Cropland (Acres),Durum Wheat,Acres,0.00000
4811052,Strathcona County,2006,Cropland (Acres),Durum Wheat,Acres
4811052,Strathcona County,2011,Cropland (Acres),Durum Wheat,Acres
4811052,Strathcona County,2016,Cropland (Acres),Durum Wheat,Acres
4811052,Strathcona County,2021,Cropland (Acres),Durum Wheat,Acres,0.00000
4811059,Sturgeon County,2006,Cropland (Acres),Durum Wheat,Acres
4811059,Sturgeon County,2011,Cropland (Acres),Durum Wheat,Acres,3022.00000
4811059,Sturgeon County,2016,Cropland (Acres),Durum Wheat,Acres,1877.00000
4811059,Sturgeon County,2021,Cropland (Acres),Durum Wheat,Acres,9298.00000
4817095,Mackenzie County,2006,Cropland (Acres),Durum Wheat,Acres,1194.00000
4817095,Mackenzie County,2011,Cropland (Acres),Durum Wheat,Acres,1096.00000
4817095,Mackenzie County,2016,Cropland (Acres),Durum Wheat,Acres,909.00000
4817095,Mackenzie County,2021,Cropland (Acres),Durum Wheat,Acres,0.00000
4817062,Clear Hills,2006,Cropland (Acres),Durum Wheat,Acres
4817062,Clear Hills,2011,Cropland (Acres),Durum Wheat,Acres,1038.00000
4817062,Clear Hills,2016,Cropland (Acres),Durum Wheat,Acres,2876.00000
4817062,Clear Hills,2021,Cropland (Acres),Durum Wheat,Acres,2684.00000
4818015,Greenview No. 16,2006,Cropland (Acres),Durum Wheat,Acres,0.00000
4818015,Greenview No. 16,2011,Cropland (Acres),Durum Wheat,Acres,2802.00000
4818015,Greenview No. 16,2016,Cropland (Acres),Durum Wheat,Acres
4818015,Greenview No. 16,2021,Cropland (Acres),Durum Wheat,Acres,0.00000
4819006,Grande Prairie County No. 1,2006,Cropland (Acres),Durum Wheat,Acres,2752.00000
4819006,Grande Prairie County No. 1,2011,Cropland (Acres),Durum Wheat,Acres,1351.00000
4819006,Grande Prairie County No. 1,2016,Cropland (Acres),Durum Wheat,Acres,2781.00000
4819006,Grande Prairie County No. 1,2021,Cropland (Acres),Durum Wheat,Acres,0.00000
4812004,Bonnyville No. 87,2006,Cropland (Acres),Durum Wheat,Acres,0.00000
4812004,Bonnyville No. 87,2011,Cropland (Acres),Durum Wheat,Acres,0.00000
4812004,Bonnyville No. 87,2016,Cropland (Acres),Durum Wheat,Acres,1338.00000
4812004,Bonnyville No. 87,2021,Cropland (Acres),Durum Wheat,Acres,2378.00000
4812014,St. Paul County No. 19,2006,Cropland (Acres),Durum Wheat,Acres
4812014,St. Paul County No. 19,2011,Cropland (Acres),Durum Wheat,Acres,210.00000
4812014,St. Paul County No. 19,2016,Cropland (Acres),Durum Wheat,Acres,2935.00000
4812014,St. Paul County No. 19,2021,Cropland (Acres),Durum Wheat,Acres,0.00000
4812022,Smoky Lake County,2006,Cropland (Acres),Durum Wheat,Acres
4812022,Smoky Lake County,2011,Cropland (Acres),Durum Wheat,Acres,385.00000
4812022,Smoky Lake County,2016,Cropland (Acres),Durum Wheat,Acres,1447.00000
4812022,Smoky Lake County,2021,Cropland (Acres),Durum Wheat,Acres,0.00000
4819071,Peace No. 135,2006,Cropland (Acres),Durum Wheat,Acres
4819071,Peace No. 135,2011,Cropland (Acres),Durum Wheat,Acres
4819071,Peace No. 135,2016,Cropland (Acres),Durum Wheat,Acres
4819071,Peace No. 135,2021,Cropland (Acres),Durum Wheat,Acres,0.00000
4815007,Crowsnest Pass,2006,Cropland (Acres),Durum Wheat,Acres,0.00000
4815015,Bighorn No. 8,2006,Cropland (Acres),Durum Wheat,Acres,0.00000
4815015,Bighorn No. 8,2011,Cropland (Acres),Durum Wheat,Acres,0.00000
4815015,Bighorn No. 8,2016,Cropland (Acres),Durum Wheat,Acres,0.00000
4815015,Bighorn No. 8,2021,Cropland (Acres),Durum Wheat,Acres,0.00000
4815037,Improvement District No. 12 Jasper Park,2011,Cropland (Acres),Durum Wheat,Acres,0.00000
4815037,Improvement District No. 12 Jasper Park,2016,Cropland (Acres),Durum Wheat,Acres,0.00000
4815037,Improvement District No. 12 Jasper Park,2021,Cropland (Acres),Durum Wheat,Acres,0.00000
4815045,Ranchland No. 66,2006,Cropland (Acres),Durum Wheat,Acres
4815045,Ranchland No. 66,2011,Cropland (Acres),Durum Wheat,Acres,0.00000
4815045,Ranchland No. 66,2016,Cropland (Acres),Durum Wheat,Acres
4815045,Ranchland No. 66,2021,Cropland (Acres),Durum Wheat,Acres,0.00000
4816037,Wood Buffalo,2016,Cropland (Acres),Durum Wheat,Acres,0.00000
4816037,Wood Buffalo,2021,Cropland (Acres),Durum Wheat,Acres,0.00000
4816051,Improvement District No. 24 Wood Buffalo,2016,Cropland (Acres),Durum Wheat,Acres,0.00000
4816051,Improvement District No. 24 Wood Buffalo,2021,Cropland (Acres),Durum Wheat,Acres,0.00000
4811012,Leduc County,2006,Cropland (Acres),Durum Wheat,Acres,740.00000
4811012,Leduc County,2011,Cropland (Acres),Durum Wheat,Acres,1943.00000
4811012,Leduc County,2016,Cropland (Acres),Durum Wheat,Acres
4811012,Leduc County,2021,Cropland (Acres),Durum Wheat,Acres,0.00000
4811001,Wetaskiwin County No. 10,2006,Cropland (Acres),Durum Wheat,Acres,2950.00000
4811001,Wetaskiwin County No. 10,2011,Cropland (Acres),Durum Wheat,Acres
4811001,Wetaskiwin County No. 10,2016,Cropland (Acres),Durum Wheat,Acres,3159.00000
4811001,Wetaskiwin County No. 10,2021,Cropland (Acres),Durum Wheat,Acres,3769.00000
4817076,Northern Lights County,2006,Cropland (Acres),Durum Wheat,Acres
4817076,Northern Lights County,2011,Cropland (Acres),Durum Wheat,Acres
4817076,Northern Lights County,2016,Cropland (Acres),Durum Wheat,Acres
4817076,Northern Lights County,2021,Cropland (Acres),Durum Wheat,Acres,0.00000
4813036,Thorhild County,2006,Cropland (Acres),Durum Wheat,Acres
4813036,Thorhild County,2011,Cropland (Acres),Durum Wheat,Acres,470.00000
4813036,Thorhild County,2016,Cropland (Acres),Durum Wheat,Acres
4813036,Thorhild County,2021,Cropland (Acres),Durum Wheat,Acres,0.00000
4813044,Athabasca County,2006,Cropland (Acres),Durum Wheat,Acres
4813044,Athabasca County,2011,Cropland (Acres),Durum Wheat,Acres
4813044,Athabasca County,2016,Cropland (Acres),Durum Wheat,Acres,1177.00000
4813044,Athabasca County,2021,Cropland (Acres),Durum Wheat,Acres,0.00000
4817033,Lesser Slave River No.124,2006,Cropland (Acres),Durum Wheat,Acres,0.00000
4817033,Lesser Slave River No.124,2011,Cropland (Acres),Durum Wheat,Acres,0.00000
4817033,Lesser Slave River No.124,2016,Cropland (Acres),Durum Wheat,Acres
4817033,Lesser Slave River No.124,2021,Cropland (Acres),Durum Wheat,Acres,0.00000
4810058,Lamont County,2006,Cropland (Acres),Durum Wheat,Acres,636.00000
4810058,Lamont County,2011,Cropland (Acres),Durum Wheat,Acres
4810058,Lamont County,2016,Cropland (Acres),Durum Wheat,Acres
4810058,Lamont County,2021,Cropland (Acres),Durum Wheat,Acres,0.00000
4810048,Two Hills County No. 21,2006,Cropland (Acres),Durum Wheat,Acres
4810048,Two Hills County No. 21,2011,Cropland (Acres),Durum Wheat,Acres
4810048,Two Hills County No. 21,2016,Cropland (Acres),Durum Wheat,Acres
4810048,Two Hills County No. 21,2021,Cropland (Acres),Durum Wheat,Acres,3763.00000
4814003,Yellowhead County,2006,Cropland (Acres),Durum Wheat,Acres,0.00000
4814003,Yellowhead County,2011,Cropland (Acres),Durum Wheat,Acres
4814003,Yellowhead County,2016,Cropland (Acres),Durum Wheat,Acres
4814003,Yellowhead County,2021,Cropland (Acres),Durum Wheat,Acres,0.00000
4805031,Starland County,2006,Cropland (Acres),Non-durum Wheat,Acres,183625.00000
4805031,Starland County,2011,Cropland (Acres),Non-durum Wheat,Acres,147156.00000
4805031,Starland County,2016,Cropland (Acres),Non-durum Wheat,Acres,132256.00000
4805031,Starland County,2021,Cropland (Acres),Non-durum Wheat,Acres,142320.00000
4805041,Kneehill County,2006,Cropland (Acres),Non-durum Wheat,Acres,241344.00000
4805041,Kneehill County,2011,Cropland (Acres),Non-durum Wheat,Acres,212140.00000
4805041,Kneehill County,2016,Cropland (Acres),Non-durum Wheat,Acres,198770.00000
4805041,Kneehill County,2021,Cropland (Acres),Non-durum Wheat,Acres,198359.00000
4802001,Warner County No. 5,2006,Cropland (Acres),Non-durum Wheat,Acres,163654.00000
4802001,Warner County No. 5,2011,Cropland (Acres),Non-durum Wheat,Acres,146251.00000
4802001,Warner County No. 5,2016,Cropland (Acres),Non-durum Wheat,Acres,93803.00000
4802001,Warner County No. 5,2021,Cropland (Acres),Non-durum Wheat,Acres,108364.00000
4807049,Wainwright No. 61,2006,Cropland (Acres),Non-durum Wheat,Acres,141333.00000
4807049,Wainwright No. 61,2011,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4807049,Wainwright No. 61,2016,Cropland (Acres),Non-durum Wheat,Acres,158395.00000
4807049,Wainwright No. 61,2021,Cropland (Acres),Non-durum Wheat,Acres,132860.00000
4808001,Red Deer County,2006,Cropland (Acres),Non-durum Wheat,Acres,76684.00000
4808001,Red Deer County,2011,Cropland (Acres),Non-durum Wheat,Acres,91880.00000
4808001,Red Deer County,2016,Cropland (Acres),Non-durum Wheat,Acres,129007.00000
4808001,Red Deer County,2021,Cropland (Acres),Non-durum Wheat,Acres,128462.00000
4805012,Wheatland County,2006,Cropland (Acres),Non-durum Wheat,Acres,327719.00000
4805012,Wheatland County,2011,Cropland (Acres),Non-durum Wheat,Acres,289289.00000
4805012,Wheatland County,2016,Cropland (Acres),Non-durum Wheat,Acres,280172.00000
4805012,Wheatland County,2021,Cropland (Acres),Non-durum Wheat,Acres,299488.00000
4807019,Stettler County No. 6,2006,Cropland (Acres),Non-durum Wheat,Acres,98440.00000
4807019,Stettler County No. 6,2011,Cropland (Acres),Non-durum Wheat,Acres,113649.00000
4807019,Stettler County No. 6,2016,Cropland (Acres),Non-durum Wheat,Acres,109308.00000
4807019,Stettler County No. 6,2021,Cropland (Acres),Non-durum Wheat,Acres,119551.00000
4808022,Lacombe County,2006,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4808022,Lacombe County,2011,Cropland (Acres),Non-durum Wheat,Acres,73615.00000
4808022,Lacombe County,2016,Cropland (Acres),Non-durum Wheat,Acres,94059.00000
4808022,Lacombe County,2021,Cropland (Acres),Non-durum Wheat,Acres,104362.00000
4807031,Flagstaff County,2006,Cropland (Acres),Non-durum Wheat,Acres,267887.00000
4807031,Flagstaff County,2011,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4807031,Flagstaff County,2016,Cropland (Acres),Non-durum Wheat,Acres,251929.00000
4807031,Flagstaff County,2021,Cropland (Acres),Non-durum Wheat,Acres,229150.00000
4807011,Paintearth County No. 18,2006,Cropland (Acres),Non-durum Wheat,Acres,97682.00000
4807011,Paintearth County No. 18,2011,Cropland (Acres),Non-durum Wheat,Acres,96081.00000
4807011,Paintearth County No. 18,2016,Cropland (Acres),Non-durum Wheat,Acres,85454.00000
4807011,Paintearth County No. 18,2021,Cropland (Acres),Non-durum Wheat,Acres,85928.00000
4810001,Camrose County,2006,Cropland (Acres),Non-durum Wheat,Acres,180634.00000
4810001,Camrose County,2011,Cropland (Acres),Non-durum Wheat,Acres,184681.00000
4810001,Camrose County,2016,Cropland (Acres),Non-durum Wheat,Acres,183430.00000
4810001,Camrose County,2021,Cropland (Acres),Non-durum Wheat,Acres,188305.00000
4811061,Edmonton,2006,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4811061,Edmonton,2011,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4811061,Edmonton,2016,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4811061,Edmonton,2021,Cropland (Acres),Non-durum Wheat,Acres,12836.00000
4803001,Cardston County,2006,Cropland (Acres),Non-durum Wheat,Acres,161971.00000
4803001,Cardston County,2011,Cropland (Acres),Non-durum Wheat,Acres,135574.00000
4803001,Cardston County,2016,Cropland (Acres),Non-durum Wheat,Acres,123341.00000
4803001,Cardston County,2021,Cropland (Acres),Non-durum Wheat,Acres,89232.00000
4802031,Newell County,2006,Cropland (Acres),Non-durum Wheat,Acres,93596.00000
4802031,Newell County,2011,Cropland (Acres),Non-durum Wheat,Acres,101292.00000
4802031,Newell County,2016,Cropland (Acres),Non-durum Wheat,Acres,96407.00000
4802031,Newell County,2021,Cropland (Acres),Non-durum Wheat,Acres,91281.00000
4808038,Ponoka County,2006,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4808038,Ponoka County,2011,Cropland (Acres),Non-durum Wheat,Acres,35011.00000
4808038,Ponoka County,2016,Cropland (Acres),Non-durum Wheat,Acres,67093.00000
4808038,Ponoka County,2021,Cropland (Acres),Non-durum Wheat,Acres,61115.00000
4812037,Lac la Biche County,2006,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4812037,Lac la Biche County,2011,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4812037,Lac la Biche County,2016,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4812037,Lac la Biche County,2021,Cropland (Acres),Non-durum Wheat,Acres,13248.00000
4809002,Clearwater County,2006,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4809002,Clearwater County,2011,Cropland (Acres),Non-durum Wheat,Acres,6924.00000
4809002,Clearwater County,2016,Cropland (Acres),Non-durum Wheat,Acres,4835.00000
4809002,Clearwater County,2021,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4810026,Minburn County No. 27,2006,Cropland (Acres),Non-durum Wheat,Acres,132162.00000
4810026,Minburn County No. 27,2011,Cropland (Acres),Non-durum Wheat,Acres,145633.00000
4810026,Minburn County No. 27,2016,Cropland (Acres),Non-durum Wheat,Acres,151971.00000
4810026,Minburn County No. 27,2021,Cropland (Acres),Non-durum Wheat,Acres,156667.00000
4813028,Westlock County,2006,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4813028,Westlock County,2011,Cropland (Acres),Non-durum Wheat,Acres,83743.00000
4813028,Westlock County,2016,Cropland (Acres),Non-durum Wheat,Acres,113770.00000
4813028,Westlock County,2021,Cropland (Acres),Non-durum Wheat,Acres,108295.00000
4813029,Woodlands County,2006,Cropland (Acres),Non-durum Wheat,Acres,1082.00000
4813029,Woodlands County,2011,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4813029,Woodlands County,2016,Cropland (Acres),Non-durum Wheat,Acres,6640.00000
4813029,Woodlands County,2021,Cropland (Acres),Non-durum Wheat,Acres,3679.00000
4813018,Barrhead County No. 11,2006,Cropland (Acres),Non-durum Wheat,Acres,32692.00000
4813018,Barrhead County No. 11,2011,Cropland (Acres),Non-durum Wheat,Acres,47199.00000
4813018,Barrhead County No. 11,2016,Cropland (Acres),Non-durum Wheat,Acres,69713.00000
4813018,Barrhead County No. 11,2021,Cropland (Acres),Non-durum Wheat,Acres,61751.00000
4810016,Beaver County,2006,Cropland (Acres),Non-durum Wheat,Acres,145359.00000
4810016,Beaver County,2011,Cropland (Acres),Non-durum Wheat,Acres,155599.00000
4810016,Beaver County,2016,Cropland (Acres),Non-durum Wheat,Acres,141539.00000
4810016,Beaver County,2021,Cropland (Acres),Non-durum Wheat,Acres,132477.00000
4801008,Forty Mile County No. 8,2006,Cropland (Acres),Non-durum Wheat,Acres,318254.00000
4801008,Forty Mile County No. 8,2011,Cropland (Acres),Non-durum Wheat,Acres,263332.00000
4801008,Forty Mile County No. 8,2016,Cropland (Acres),Non-durum Wheat,Acres,131879.00000
4801008,Forty Mile County No. 8,2021,Cropland (Acres),Non-durum Wheat,Acres,169439.00000
4801003,Cypress County,2006,Cropland (Acres),Non-durum Wheat,Acres,164920.00000
4801003,Cypress County,2011,Cropland (Acres),Non-durum Wheat,Acres,165907.00000
4801003,Cypress County,2016,Cropland (Acres),Non-durum Wheat,Acres,97972.00000
4801003,Cypress County,2021,Cropland (Acres),Non-durum Wheat,Acres,106669.00000
4803018,Willow Creek No. 26,2006,Cropland (Acres),Non-durum Wheat,Acres,90276.00000
4803018,Willow Creek No. 26,2011,Cropland (Acres),Non-durum Wheat,Acres,85737.00000
4803018,Willow Creek No. 26,2016,Cropland (Acres),Non-durum Wheat,Acres,77724.00000
4803018,Willow Creek No. 26,2021,Cropland (Acres),Non-durum Wheat,Acres,106865.00000
4802011,Lethbridge County,2006,Cropland (Acres),Non-durum Wheat,Acres,117133.00000
4802011,Lethbridge County,2011,Cropland (Acres),Non-durum Wheat,Acres,132506.00000
4802011,Lethbridge County,2016,Cropland (Acres),Non-durum Wheat,Acres,129479.00000
4802011,Lethbridge County,2021,Cropland (Acres),Non-durum Wheat,Acres,156413.00000
4802021,"Taber, M.D.",2006,Cropland (Acres),Non-durum Wheat,Acres,169908.00000
4802021,"Taber, M.D.",2011,Cropland (Acres),Non-durum Wheat,Acres,172209.00000
4802021,"Taber, M.D.",2016,Cropland (Acres),Non-durum Wheat,Acres,130026.00000
4802021,"Taber, M.D.",2021,Cropland (Acres),Non-durum Wheat,Acres,123959.00000
4803011,Pincher Creek No. 9,2006,Cropland (Acres),Non-durum Wheat,Acres,19666.00000
4803011,Pincher Creek No. 9,2011,Cropland (Acres),Non-durum Wheat,Acres,35411.00000
4803011,Pincher Creek No. 9,2016,Cropland (Acres),Non-durum Wheat,Acres,28181.00000
4803011,Pincher Creek No. 9,2021,Cropland (Acres),Non-durum Wheat,Acres,28230.00000
4804004,Special Area No. 2,2006,Cropland (Acres),Non-durum Wheat,Acres,76527.00000
4804004,Special Area No. 2,2011,Cropland (Acres),Non-durum Wheat,Acres,67518.00000
4804004,Special Area No. 2,2016,Cropland (Acres),Non-durum Wheat,Acres,50039.00000
4804004,Special Area No. 2,2021,Cropland (Acres),Non-durum Wheat,Acres,63451.00000
4804012,Special Area No. 3,2006,Cropland (Acres),Non-durum Wheat,Acres,202691.00000
4804012,Special Area No. 3,2011,Cropland (Acres),Non-durum Wheat,Acres,159296.00000
4804012,Special Area No. 3,2016,Cropland (Acres),Non-durum Wheat,Acres,106455.00000
4804012,Special Area No. 3,2021,Cropland (Acres),Non-durum Wheat,Acres,116514.00000
4804020,Special Area No. 4,2006,Cropland (Acres),Non-durum Wheat,Acres,93979.00000
4804020,Special Area No. 4,2011,Cropland (Acres),Non-durum Wheat,Acres,96004.00000
4804020,Special Area No. 4,2016,Cropland (Acres),Non-durum Wheat,Acres,84461.00000
4804020,Special Area No. 4,2021,Cropland (Acres),Non-durum Wheat,Acres,82988.00000
4805001,Vulcan County,2006,Cropland (Acres),Non-durum Wheat,Acres,277824.00000
4805001,Vulcan County,2011,Cropland (Acres),Non-durum Wheat,Acres,285081.00000
4805001,Vulcan County,2016,Cropland (Acres),Non-durum Wheat,Acres,221914.00000
4805001,Vulcan County,2021,Cropland (Acres),Non-durum Wheat,Acres,226253.00000
4806001,Foothills County,2006,Cropland (Acres),Non-durum Wheat,Acres,86550.00000
4806001,Foothills County,2011,Cropland (Acres),Non-durum Wheat,Acres,74476.00000
4806001,Foothills County,2016,Cropland (Acres),Non-durum Wheat,Acres,84602.00000
4806001,Foothills County,2021,Cropland (Acres),Non-durum Wheat,Acres,82713.00000
4806014,Rocky View County,2006,Cropland (Acres),Non-durum Wheat,Acres,134336.00000
4806014,Rocky View County,2011,Cropland (Acres),Non-durum Wheat,Acres,107112.00000
4806014,Rocky View County,2016,Cropland (Acres),Non-durum Wheat,Acres,106322.00000
4806014,Rocky View County,2021,Cropland (Acres),Non-durum Wheat,Acres,118317.00000
4806016,Calgary,2006,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4806016,Calgary,2011,Cropland (Acres),Non-durum Wheat,Acres,7342.00000
4806016,Calgary,2016,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4806016,Calgary,2021,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4806028,Mountain View County,2006,Cropland (Acres),Non-durum Wheat,Acres,56136.00000
4806028,Mountain View County,2011,Cropland (Acres),Non-durum Wheat,Acres,66827.00000
4806028,Mountain View County,2016,Cropland (Acres),Non-durum Wheat,Acres,94811.00000
4806028,Mountain View County,2021,Cropland (Acres),Non-durum Wheat,Acres,105678.00000
4807001,Provost No. 52,2006,Cropland (Acres),Non-durum Wheat,Acres,92661.00000
4807001,Provost No. 52,2011,Cropland (Acres),Non-durum Wheat,Acres,97705.00000
4807001,Provost No. 52,2016,Cropland (Acres),Non-durum Wheat,Acres,93514.00000
4807001,Provost No. 52,2021,Cropland (Acres),Non-durum Wheat,Acres,86230.00000
4819041,Smoky River No. 130,2006,Cropland (Acres),Non-durum Wheat,Acres,128272.00000
4819041,Smoky River No. 130,2011,Cropland (Acres),Non-durum Wheat,Acres,180176.00000
4819041,Smoky River No. 130,2016,Cropland (Acres),Non-durum Wheat,Acres,189092.00000
4819041,Smoky River No. 130,2021,Cropland (Acres),Non-durum Wheat,Acres,172657.00000
4810036,Vermilion River County,2006,Cropland (Acres),Non-durum Wheat,Acres,183998.00000
4810036,Vermilion River County,2011,Cropland (Acres),Non-durum Wheat,Acres,205819.00000
4810036,Vermilion River County,2016,Cropland (Acres),Non-durum Wheat,Acres,223986.00000
4810036,Vermilion River County,2021,Cropland (Acres),Non-durum Wheat,Acres,247171.00000
4817026,Northern Sunrise County,2006,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4817026,Northern Sunrise County,2011,Cropland (Acres),Non-durum Wheat,Acres,53323.00000
4817026,Northern Sunrise County,2016,Cropland (Acres),Non-durum Wheat,Acres,54729.00000
4817026,Northern Sunrise County,2021,Cropland (Acres),Non-durum Wheat,Acres,37230.00000
4817027,Big Lakes County,2006,Cropland (Acres),Non-durum Wheat,Acres,13872.00000
4817027,Big Lakes County,2011,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4817027,Big Lakes County,2016,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4817027,Big Lakes County,2021,Cropland (Acres),Non-durum Wheat,Acres,21910.00000
4813001,Lac Ste. Anne County,2006,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4813001,Lac Ste. Anne County,2011,Cropland (Acres),Non-durum Wheat,Acres,13529.00000
4813001,Lac Ste. Anne County,2016,Cropland (Acres),Non-durum Wheat,Acres,24648.00000
4813001,Lac Ste. Anne County,2021,Cropland (Acres),Non-durum Wheat,Acres,22833.00000
4819049,Birch Hills County,2006,Cropland (Acres),Non-durum Wheat,Acres,87886.00000
4819049,Birch Hills County,2011,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4819049,Birch Hills County,2016,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4819049,Birch Hills County,2021,Cropland (Acres),Non-durum Wheat,Acres,58423.00000
4819054,Spirit River No. 133,2006,Cropland (Acres),Non-durum Wheat,Acres,610.00000
4819054,Spirit River No. 133,2011,Cropland (Acres),Non-durum Wheat,Acres,27293.00000
4819054,Spirit River No. 133,2016,Cropland (Acres),Non-durum Wheat,Acres,31260.00000
4819054,Spirit River No. 133,2021,Cropland (Acres),Non-durum Wheat,Acres,34214.00000
4819059,Saddle Hills County,2006,Cropland (Acres),Non-durum Wheat,Acres,60666.00000
4819059,Saddle Hills County,2011,Cropland (Acres),Non-durum Wheat,Acres,88765.00000
4819059,Saddle Hills County,2016,Cropland (Acres),Non-durum Wheat,Acres,80470.00000
4819059,Saddle Hills County,2021,Cropland (Acres),Non-durum Wheat,Acres,66674.00000
4819066,Fairview No. 136,2006,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4819066,Fairview No. 136,2011,Cropland (Acres),Non-durum Wheat,Acres,71306.00000
4819066,Fairview No. 136,2016,Cropland (Acres),Non-durum Wheat,Acres,63925.00000
4819066,Fairview No. 136,2021,Cropland (Acres),Non-durum Wheat,Acres,46647.00000
4811032,Brazeau County,2006,Cropland (Acres),Non-durum Wheat,Acres,751.00000
4811032,Brazeau County,2011,Cropland (Acres),Non-durum Wheat,Acres,1245.00000
4811032,Brazeau County,2016,Cropland (Acres),Non-durum Wheat,Acres
4811032,Brazeau County,2021,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4811034,Parkland County,2006,Cropland (Acres),Non-durum Wheat,Acres,24711.00000
4811034,Parkland County,2011,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4811034,Parkland County,2016,Cropland (Acres),Non-durum Wheat,Acres,30877.00000
4811034,Parkland County,2021,Cropland (Acres),Non-durum Wheat,Acres,31645.00000
